true_label,pred_set,pred_set_names,set_size,cloud_coverage
2,"[0, 1, 2, 7, 9, 10, 12, 15, 17, 18, 19, 20]","['Non-ship', 'Aircraft carrier', 'Submarine', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Barge', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship']",12,0.1476
19,[19],['Cruiser'],1,0.2997
16,"[16, 18]","['Landing craft', 'Amphibious transport dock']",2,0.0793
1,[1],['Aircraft carrier'],1,0.1149
4,"[0, 2, 4, 5, 9, 12, 13, 15, 17, 19]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Destroyer', 'Passenger ship', 'Barge', 'Frigate', 'Cruiser']",10,0.5791
4,"[0, 4, 5, 9, 10, 11, 13, 14, 15]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship', 'Barge']",9,0.3163
12,"[5, 12, 17, 18, 19, 21]","['Auxiliary ship', 'Destroyer', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Amphibious assault ship']",6,0.0532
4,"[0, 4, 5]","['Non-ship', 'Combat boat', 'Auxiliary ship']",3,0.1185
17,[17],['Frigate'],1,0.0768
10,"[9, 10]","['Bulk carrier', 'Oil tanker']",2,0.1026
22,"[1, 3, 9, 10, 12, 15, 16, 17, 18, 19, 21, 22]","['Aircraft carrier', 'Medical ship', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Barge', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Amphibious assault ship', 'Command ship']",12,0.706
8,"[0, 2, 4, 5, 7, 8, 9, 12, 13, 14, 15, 17, 19]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Destroyer', 'Passenger ship', 'Liquefied gas ship', 'Barge', 'Frigate', 'Cruiser']",13,0.6069
0,[10],['Oil tanker'],1,0.087
1,[1],['Aircraft carrier'],1,0.0752
1,"[1, 15, 21]","['Aircraft carrier', 'Barge', 'Amphibious assault ship']",3,0.4373
12,"[1, 3, 6, 7, 10, 14, 15, 19, 21, 22]","['Aircraft carrier', 'Medical ship', 'Container ship', 'Car carrier', 'Oil tanker', 'Liquefied gas ship', 'Barge', 'Cruiser', 'Amphibious assault ship', 'Command ship']",10,0.6121
4,"[0, 2, 4, 5, 8, 9, 11, 13, 15]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Fishing boat', 'Passenger ship', 'Barge']",9,0.6854
15,[15],['Barge'],1,0.1225
19,"[1, 3, 10, 12, 15, 17, 19, 21, 22]","['Aircraft carrier', 'Medical ship', 'Oil tanker', 'Destroyer', 'Barge', 'Frigate', 'Cruiser', 'Amphibious assault ship', 'Command ship']",9,0.5882
2,[2],['Submarine'],1,0.1458
17,"[3, 5, 9, 10, 12, 15, 17, 18, 19]","['Medical ship', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Barge', 'Frigate', 'Amphibious transport dock', 'Cruiser']",9,0.6602
8,"[0, 8, 13]","['Non-ship', 'Hovercraft', 'Passenger ship']",3,0.2845
16,[20],['Tarawa-class amphibious assault ship'],1,0.0577
1,"[1, 10, 18]","['Aircraft carrier', 'Oil tanker', 'Amphibious transport dock']",3,0.0803
1,"[1, 21]","['Aircraft carrier', 'Amphibious assault ship']",2,0.4065
2,[2],['Submarine'],1,0.1026
9,"[9, 10, 15, 18]","['Bulk carrier', 'Oil tanker', 'Barge', 'Amphibious transport dock']",4,0.3894
20,"[12, 16, 20, 21, 22]","['Destroyer', 'Landing craft', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",5,0.4148
12,"[12, 19]","['Destroyer', 'Cruiser']",2,0.1604
20,"[16, 18]","['Landing craft', 'Amphibious transport dock']",2,0.0757
19,"[12, 17, 19]","['Destroyer', 'Frigate', 'Cruiser']",3,0.3669
12,[12],['Destroyer'],1,0.0283
9,"[9, 18]","['Bulk carrier', 'Amphibious transport dock']",2,0.2288
10,"[0, 9, 14, 15]","['Non-ship', 'Bulk carrier', 'Liquefied gas ship', 'Barge']",4,0.4686
19,"[12, 19]","['Destroyer', 'Cruiser']",2,0.3292
8,"[5, 8]","['Auxiliary ship', 'Hovercraft']",2,0.1048
1,[1],['Aircraft carrier'],1,0.1083
12,"[1, 12, 18, 19, 21, 22]","['Aircraft carrier', 'Destroyer', 'Amphibious transport dock', 'Cruiser', 'Amphibious assault ship', 'Command ship']",6,0.196
12,"[1, 15, 19, 21]","['Aircraft carrier', 'Barge', 'Cruiser', 'Amphibious assault ship']",4,0.6404
4,"[4, 5]","['Combat boat', 'Auxiliary ship']",2,0.1651
21,[21],['Amphibious assault ship'],1,0.1161
0,"[0, 10]","['Non-ship', 'Oil tanker']",2,0.3054
12,[12],['Destroyer'],1,0.0669
9,[10],['Oil tanker'],1,0.3864
4,"[4, 5, 17]","['Combat boat', 'Auxiliary ship', 'Frigate']",3,0.151
2,[2],['Submarine'],1,0.0562
14,[14],['Liquefied gas ship'],1,0.219
9,"[0, 4, 5, 9, 11, 15, 16, 18]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Fishing boat', 'Barge', 'Landing craft', 'Amphibious transport dock']",8,0.4942
11,"[0, 9, 11]","['Non-ship', 'Bulk carrier', 'Fishing boat']",3,0.4757
19,[19],['Cruiser'],1,0.0698
19,"[0, 1, 3, 6, 7, 9, 10, 15, 19]","['Non-ship', 'Aircraft carrier', 'Medical ship', 'Container ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Barge', 'Cruiser']",9,0.4622
10,[10],['Oil tanker'],1,0.0496
0,[0],['Non-ship'],1,0.0758
16,[16],['Landing craft'],1,0.0895
6,"[5, 6, 7, 8, 9, 10, 14, 15]","['Auxiliary ship', 'Container ship', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Liquefied gas ship', 'Barge']",8,0.3799
0,"[0, 5, 11]","['Non-ship', 'Auxiliary ship', 'Fishing boat']",3,0.105
22,"[5, 12, 22]","['Auxiliary ship', 'Destroyer', 'Command ship']",3,0.1424
12,"[2, 5, 12, 16, 17, 18, 19, 22]","['Submarine', 'Auxiliary ship', 'Destroyer', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Command ship']",8,0.3434
0,"[0, 2, 4, 9, 14, 15]","['Non-ship', 'Submarine', 'Combat boat', 'Bulk carrier', 'Liquefied gas ship', 'Barge']",6,0.6048
5,"[0, 4, 5, 9, 13, 14, 15, 17]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Passenger ship', 'Liquefied gas ship', 'Barge', 'Frigate']",8,0.4248
3,"[3, 10, 18, 22]","['Medical ship', 'Oil tanker', 'Amphibious transport dock', 'Command ship']",4,0.2786
19,"[17, 19]","['Frigate', 'Cruiser']",2,0.1343
0,"[0, 11]","['Non-ship', 'Fishing boat']",2,0.5161
12,"[1, 12, 17, 19]","['Aircraft carrier', 'Destroyer', 'Frigate', 'Cruiser']",4,0.6983
8,"[0, 2, 4, 5, 8, 9, 10, 11, 13, 14, 15]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship', 'Barge']",11,0.5253
21,[21],['Amphibious assault ship'],1,0.5326
9,"[0, 2, 5, 9, 10, 11, 12, 15]","['Non-ship', 'Submarine', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Barge']",8,0.3745
21,[21],['Amphibious assault ship'],1,0.0751
10,"[0, 9, 10, 15, 18]","['Non-ship', 'Bulk carrier', 'Oil tanker', 'Barge', 'Amphibious transport dock']",5,0.0312
18,[18],['Amphibious transport dock'],1,0.0823
14,"[14, 15]","['Liquefied gas ship', 'Barge']",2,0.2343
7,"[1, 7, 10, 15, 17, 19, 21]","['Aircraft carrier', 'Car carrier', 'Oil tanker', 'Barge', 'Frigate', 'Cruiser', 'Amphibious assault ship']",7,0.6245
7,"[0, 1, 5, 7, 8, 9, 10, 17, 18, 22]","['Non-ship', 'Aircraft carrier', 'Auxiliary ship', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Frigate', 'Amphibious transport dock', 'Command ship']",10,0.0686
0,"[0, 15]","['Non-ship', 'Barge']",2,0.2233
14,[14],['Liquefied gas ship'],1,0.2106
1,[1],['Aircraft carrier'],1,0.4473
20,"[1, 10, 16, 18, 20, 21, 22]","['Aircraft carrier', 'Oil tanker', 'Landing craft', 'Amphibious transport dock', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",7,0.0426
22,"[3, 5, 9, 10, 18, 22]","['Medical ship', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Amphibious transport dock', 'Command ship']",6,0.1703
12,[12],['Destroyer'],1,0.1055
2,[2],['Submarine'],1,0.064
10,"[9, 10]","['Bulk carrier', 'Oil tanker']",2,0.0639
9,"[0, 1, 2, 4, 5, 9, 10, 11, 14, 15, 17]","['Non-ship', 'Aircraft carrier', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Liquefied gas ship', 'Barge', 'Frigate']",11,0.0354
13,"[0, 2, 7, 9, 10, 12, 13, 17, 18, 19]","['Non-ship', 'Submarine', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Passenger ship', 'Frigate', 'Amphibious transport dock', 'Cruiser']",10,0.1081
21,[21],['Amphibious assault ship'],1,0.1069
5,"[5, 17]","['Auxiliary ship', 'Frigate']",2,0.0182
19,"[12, 19]","['Destroyer', 'Cruiser']",2,0.0928
12,"[12, 19]","['Destroyer', 'Cruiser']",2,0.2885
9,"[0, 2, 7, 9, 10, 12, 14, 15, 18, 19]","['Non-ship', 'Submarine', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Liquefied gas ship', 'Barge', 'Amphibious transport dock', 'Cruiser']",10,0.3634
12,"[12, 22]","['Destroyer', 'Command ship']",2,0.1311
5,"[0, 2, 4, 5, 8, 9, 10, 11, 14, 15]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Liquefied gas ship', 'Barge']",10,0.4108
1,[1],['Aircraft carrier'],1,0.0286
19,"[10, 19]","['Oil tanker', 'Cruiser']",2,0.4595
17,[17],['Frigate'],1,0.1399
21,"[1, 21]","['Aircraft carrier', 'Amphibious assault ship']",2,0.1496
12,"[12, 19]","['Destroyer', 'Cruiser']",2,0.2802
0,"[0, 5, 8, 9, 11, 13, 15]","['Non-ship', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Fishing boat', 'Passenger ship', 'Barge']",7,0.4364
0,"[0, 9, 11]","['Non-ship', 'Bulk carrier', 'Fishing boat']",3,0.0642
0,[0],['Non-ship'],1,0.1284
5,"[4, 5, 11]","['Combat boat', 'Auxiliary ship', 'Fishing boat']",3,0.106
12,"[12, 18, 22]","['Destroyer', 'Amphibious transport dock', 'Command ship']",3,0.1149
9,"[0, 6, 9, 10, 13]","['Non-ship', 'Container ship', 'Bulk carrier', 'Oil tanker', 'Passenger ship']",5,0.4248
19,"[17, 19]","['Frigate', 'Cruiser']",2,0.2153
16,"[1, 16, 19, 20, 21]","['Aircraft carrier', 'Landing craft', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship']",5,0.378
20,"[5, 12, 16, 18, 20, 22]","['Auxiliary ship', 'Destroyer', 'Landing craft', 'Amphibious transport dock', 'Tarawa-class amphibious assault ship', 'Command ship']",6,0.0907
17,"[12, 17]","['Destroyer', 'Frigate']",2,0.0423
9,"[0, 5, 6, 9, 10, 11, 13, 18]","['Non-ship', 'Auxiliary ship', 'Container ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Amphibious transport dock']",8,0.4571
15,[15],['Barge'],1,0.1111
17,"[12, 17, 19]","['Destroyer', 'Frigate', 'Cruiser']",3,0.2902
16,[16],['Landing craft'],1,0.0493
12,"[5, 9, 10, 17, 18]","['Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Frigate', 'Amphibious transport dock']",5,0.2076
0,"[0, 5, 10, 17]","['Non-ship', 'Auxiliary ship', 'Oil tanker', 'Frigate']",4,0.0507
19,[19],['Cruiser'],1,0.1295
1,[1],['Aircraft carrier'],1,0.5837
0,"[0, 2, 5, 9, 11]","['Non-ship', 'Submarine', 'Auxiliary ship', 'Bulk carrier', 'Fishing boat']",5,0.2443
9,"[3, 5, 7, 9, 10, 18]","['Medical ship', 'Auxiliary ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Amphibious transport dock']",6,0.1182
17,"[0, 5, 12, 16, 17, 18, 19]","['Non-ship', 'Auxiliary ship', 'Destroyer', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser']",7,0.0942
17,"[5, 12, 17, 19]","['Auxiliary ship', 'Destroyer', 'Frigate', 'Cruiser']",4,0.0484
0,"[0, 2, 5, 8, 9, 10, 11, 13, 14, 15, 18]","['Non-ship', 'Submarine', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship', 'Barge', 'Amphibious transport dock']",11,0.376
0,[0],['Non-ship'],1,0.0387
9,"[0, 4, 5, 9, 10, 11, 13, 14]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship']",8,0.0467
9,"[5, 9, 10, 18]","['Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Amphibious transport dock']",4,0.5707
19,"[9, 12, 15, 17, 19]","['Bulk carrier', 'Destroyer', 'Barge', 'Frigate', 'Cruiser']",5,0.0613
14,[14],['Liquefied gas ship'],1,0.2728
17,"[2, 5, 9, 12, 14, 15, 17, 18, 19]","['Submarine', 'Auxiliary ship', 'Bulk carrier', 'Destroyer', 'Liquefied gas ship', 'Barge', 'Frigate', 'Amphibious transport dock', 'Cruiser']",9,0.4299
11,"[0, 11, 13, 14]","['Non-ship', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship']",4,0.0613
4,"[0, 4, 5, 8, 9, 10, 11, 13]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship']",8,0.1499
1,"[1, 21]","['Aircraft carrier', 'Amphibious assault ship']",2,0.0926
12,"[12, 17, 18, 22]","['Destroyer', 'Frigate', 'Amphibious transport dock', 'Command ship']",4,0.2542
6,[6],['Container ship'],1,0.1049
13,"[13, 14]","['Passenger ship', 'Liquefied gas ship']",2,0.1637
0,"[0, 5]","['Non-ship', 'Auxiliary ship']",2,0.1113
5,"[0, 2, 4, 5, 8, 9, 10, 11, 13, 14, 15, 17]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship', 'Barge', 'Frigate']",12,0.0773
5,"[0, 5, 9, 10, 12, 14, 15, 17]","['Non-ship', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Liquefied gas ship', 'Barge', 'Frigate']",8,0.2562
13,"[0, 5, 9, 13]","['Non-ship', 'Auxiliary ship', 'Bulk carrier', 'Passenger ship']",4,0.1649
12,"[0, 1, 7, 10, 12, 15, 17, 19, 21]","['Non-ship', 'Aircraft carrier', 'Car carrier', 'Oil tanker', 'Destroyer', 'Barge', 'Frigate', 'Cruiser', 'Amphibious assault ship']",9,0.5889
13,"[0, 5, 7, 8, 9, 10, 13]","['Non-ship', 'Auxiliary ship', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Passenger ship']",7,0.0674
0,"[0, 10, 15]","['Non-ship', 'Oil tanker', 'Barge']",3,0.2537
0,"[0, 5]","['Non-ship', 'Auxiliary ship']",2,0.3262
5,"[13, 14]","['Passenger ship', 'Liquefied gas ship']",2,0.3729
0,"[0, 7, 8, 10, 21]","['Non-ship', 'Car carrier', 'Hovercraft', 'Oil tanker', 'Amphibious assault ship']",5,0.0789
20,"[18, 22]","['Amphibious transport dock', 'Command ship']",2,0.1437
0,[0],['Non-ship'],1,0.2288
12,[10],['Oil tanker'],1,0.2011
1,"[1, 10, 18, 21]","['Aircraft carrier', 'Oil tanker', 'Amphibious transport dock', 'Amphibious assault ship']",4,0.0794
7,"[7, 10]","['Car carrier', 'Oil tanker']",2,0.0702
12,"[2, 12, 16, 19]","['Submarine', 'Destroyer', 'Landing craft', 'Cruiser']",4,0.0447
9,"[0, 3, 7, 9, 10, 13, 15]","['Non-ship', 'Medical ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Passenger ship', 'Barge']",7,0.169
5,"[0, 5, 9, 10]","['Non-ship', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker']",4,0.1175
9,"[0, 2, 4, 7, 9, 10, 12, 13, 14, 15, 17, 19]","['Non-ship', 'Submarine', 'Combat boat', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Passenger ship', 'Liquefied gas ship', 'Barge', 'Frigate', 'Cruiser']",12,0.5907
0,"[0, 4, 5, 9, 10, 11, 13, 14, 15]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship', 'Barge']",9,0.2992
12,[12],['Destroyer'],1,0.0693
0,"[0, 15]","['Non-ship', 'Barge']",2,0.0966
13,"[5, 13, 18]","['Auxiliary ship', 'Passenger ship', 'Amphibious transport dock']",3,0.0477
12,"[0, 2, 5, 9, 10, 11, 12, 13, 14, 15, 17]","['Non-ship', 'Submarine', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Passenger ship', 'Liquefied gas ship', 'Barge', 'Frigate']",11,0.4961
2,[2],['Submarine'],1,0.1452
2,"[0, 2, 10]","['Non-ship', 'Submarine', 'Oil tanker']",3,0.1267
5,"[5, 9, 10, 11]","['Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat']",4,0.0849
12,"[5, 7, 9, 10, 12, 15, 17, 19, 20, 22]","['Auxiliary ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Barge', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Command ship']",10,0.5929
0,"[0, 2, 5, 9, 10, 11, 12, 15, 18]","['Non-ship', 'Submarine', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Barge', 'Amphibious transport dock']",9,0.0369
9,"[0, 5, 7, 8, 9, 10]","['Non-ship', 'Auxiliary ship', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Oil tanker']",6,0.0966
12,"[12, 19]","['Destroyer', 'Cruiser']",2,0.1355
12,[12],['Destroyer'],1,0.087
5,"[10, 19]","['Oil tanker', 'Cruiser']",2,0.3988
12,[12],['Destroyer'],1,0.1291
17,"[12, 17]","['Destroyer', 'Frigate']",2,0.0657
12,"[12, 19]","['Destroyer', 'Cruiser']",2,0.0725
9,"[1, 3, 6, 7, 9, 10, 18, 22]","['Aircraft carrier', 'Medical ship', 'Container ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Amphibious transport dock', 'Command ship']",8,0.1879
21,"[1, 10, 16, 19, 21, 22]","['Aircraft carrier', 'Oil tanker', 'Landing craft', 'Cruiser', 'Amphibious assault ship', 'Command ship']",6,0.2932
10,"[10, 15]","['Oil tanker', 'Barge']",2,0.1095
6,[6],['Container ship'],1,0.5756
12,"[1, 12, 19, 21]","['Aircraft carrier', 'Destroyer', 'Cruiser', 'Amphibious assault ship']",4,0.45
17,"[5, 12, 17, 18, 22]","['Auxiliary ship', 'Destroyer', 'Frigate', 'Amphibious transport dock', 'Command ship']",5,0.1188
4,"[1, 2, 4, 5, 9, 12, 14, 15, 17, 18, 19]","['Aircraft carrier', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Destroyer', 'Liquefied gas ship', 'Barge', 'Frigate', 'Amphibious transport dock', 'Cruiser']",11,0.2764
12,"[12, 18, 19, 22]","['Destroyer', 'Amphibious transport dock', 'Cruiser', 'Command ship']",4,0.3296
17,[17],['Frigate'],1,0.148
2,[2],['Submarine'],1,0.0786
21,[21],['Amphibious assault ship'],1,0.4092
17,[5],['Auxiliary ship'],1,0.1712
6,"[0, 1, 5, 6, 7, 8, 9, 10, 22]","['Non-ship', 'Aircraft carrier', 'Auxiliary ship', 'Container ship', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Command ship']",9,0.0965
9,"[7, 10]","['Car carrier', 'Oil tanker']",2,0.2799
21,"[7, 10, 21]","['Car carrier', 'Oil tanker', 'Amphibious assault ship']",3,0.0837
8,"[0, 5, 8, 9, 11, 13]","['Non-ship', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Fishing boat', 'Passenger ship']",6,0.1306
5,"[4, 5]","['Combat boat', 'Auxiliary ship']",2,0.0915
17,"[0, 3, 5, 7, 9, 10, 12, 13, 14, 15, 17, 18, 19]","['Non-ship', 'Medical ship', 'Auxiliary ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Passenger ship', 'Liquefied gas ship', 'Barge', 'Frigate', 'Amphibious transport dock', 'Cruiser']",13,0.5609
5,"[0, 5, 8, 10, 13]","['Non-ship', 'Auxiliary ship', 'Hovercraft', 'Oil tanker', 'Passenger ship']",5,0.0922
0,[0],['Non-ship'],1,0.1159
19,[19],['Cruiser'],1,0.1204
15,[15],['Barge'],1,0.0996
2,[2],['Submarine'],1,0.0387
3,"[1, 3, 7, 10, 19, 21, 22]","['Aircraft carrier', 'Medical ship', 'Car carrier', 'Oil tanker', 'Cruiser', 'Amphibious assault ship', 'Command ship']",7,0.3792
11,"[0, 2, 8, 9, 10, 11, 13, 14, 15]","['Non-ship', 'Submarine', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship', 'Barge']",9,0.5738
8,[8],['Hovercraft'],1,0.0676
14,[14],['Liquefied gas ship'],1,0.1494
0,[0],['Non-ship'],1,0.0723
18,"[0, 3, 5, 7, 8, 9, 10, 12, 17, 18, 19, 20, 21, 22]","['Non-ship', 'Medical ship', 'Auxiliary ship', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",14,0.3348
12,"[12, 18]","['Destroyer', 'Amphibious transport dock']",2,0.1092
4,"[4, 5, 11]","['Combat boat', 'Auxiliary ship', 'Fishing boat']",3,0.0981
11,"[0, 5, 8, 11]","['Non-ship', 'Auxiliary ship', 'Hovercraft', 'Fishing boat']",4,0.1128
1,[1],['Aircraft carrier'],1,0.0362
17,"[12, 15, 17, 19]","['Destroyer', 'Barge', 'Frigate', 'Cruiser']",4,0.4221
19,"[1, 19]","['Aircraft carrier', 'Cruiser']",2,0.1158
9,[10],['Oil tanker'],1,0.3835
7,[7],['Car carrier'],1,0.1145
12,"[12, 19]","['Destroyer', 'Cruiser']",2,0.211
12,"[12, 17, 19]","['Destroyer', 'Frigate', 'Cruiser']",3,0.1475
7,"[17, 19]","['Frigate', 'Cruiser']",2,0.6726
19,"[15, 19]","['Barge', 'Cruiser']",2,0.0253
9,"[3, 6, 7, 9, 10, 22]","['Medical ship', 'Container ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Command ship']",6,0.2809
9,"[0, 4, 5, 9, 10, 11, 13, 14, 15, 18]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship', 'Barge', 'Amphibious transport dock']",10,0.0874
12,"[1, 10, 12, 18, 19, 22]","['Aircraft carrier', 'Oil tanker', 'Destroyer', 'Amphibious transport dock', 'Cruiser', 'Command ship']",6,0.4116
10,"[5, 10, 18, 22]","['Auxiliary ship', 'Oil tanker', 'Amphibious transport dock', 'Command ship']",4,0.1877
12,"[12, 17, 19]","['Destroyer', 'Frigate', 'Cruiser']",3,0.5397
9,"[0, 4, 9, 10, 11, 15]","['Non-ship', 'Combat boat', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Barge']",6,0.1077
11,"[0, 9, 10, 11, 15]","['Non-ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Barge']",5,0.3989
17,[17],['Frigate'],1,0.0562
12,"[1, 12, 19]","['Aircraft carrier', 'Destroyer', 'Cruiser']",3,0.3635
0,"[0, 8, 10, 11]","['Non-ship', 'Hovercraft', 'Oil tanker', 'Fishing boat']",4,0.0691
9,"[0, 5, 9, 18]","['Non-ship', 'Auxiliary ship', 'Bulk carrier', 'Amphibious transport dock']",4,0.1833
0,"[0, 2, 9, 10, 11, 13, 15]","['Non-ship', 'Submarine', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Barge']",7,0.0642
13,"[0, 5, 9, 10, 11, 13]","['Non-ship', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship']",6,0.0445
19,"[0, 1, 5, 6, 7, 9, 10, 12, 15, 16, 18, 19, 20, 21]","['Non-ship', 'Aircraft carrier', 'Auxiliary ship', 'Container ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Barge', 'Landing craft', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship']",14,0.1211
19,"[12, 19]","['Destroyer', 'Cruiser']",2,0.214
2,"[2, 5, 9, 12, 18, 19]","['Submarine', 'Auxiliary ship', 'Bulk carrier', 'Destroyer', 'Amphibious transport dock', 'Cruiser']",6,0.1496
12,"[12, 19]","['Destroyer', 'Cruiser']",2,0.0863
18,"[3, 5, 7, 10, 18, 21]","['Medical ship', 'Auxiliary ship', 'Car carrier', 'Oil tanker', 'Amphibious transport dock', 'Amphibious assault ship']",6,0.0242
10,"[5, 9, 10]","['Auxiliary ship', 'Bulk carrier', 'Oil tanker']",3,0.2328
8,[8],['Hovercraft'],1,0.1137
12,"[2, 10, 19, 21]","['Submarine', 'Oil tanker', 'Cruiser', 'Amphibious assault ship']",4,0.1512
2,"[2, 5, 10, 17, 18, 19]","['Submarine', 'Auxiliary ship', 'Oil tanker', 'Frigate', 'Amphibious transport dock', 'Cruiser']",6,0.0903
16,"[16, 19]","['Landing craft', 'Cruiser']",2,0.1096
0,[0],['Non-ship'],1,0.1061
13,"[4, 5, 9, 11, 13, 14]","['Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship']",6,0.0771
9,"[0, 5, 9, 10, 11, 15, 18, 22]","['Non-ship', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Barge', 'Amphibious transport dock', 'Command ship']",8,0.1192
2,"[0, 2, 5, 16, 17, 18]","['Non-ship', 'Submarine', 'Auxiliary ship', 'Landing craft', 'Frigate', 'Amphibious transport dock']",6,0.0769
