true_label,pred_set,pred_set_names,set_size,cloud_coverage
5,"[0, 2, 4, 5, 7, 9, 10, 11, 12, 13, 17, 19, 22]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Passenger ship', 'Frigate', 'Cruiser', 'Command ship']",13,0.1078
21,"[1, 16, 20, 21]","['Aircraft carrier', 'Landing craft', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship']",4,0.3532
9,"[7, 9, 13, 14, 18]","['Car carrier', 'Bulk carrier', 'Passenger ship', 'Liquefied gas ship', 'Amphibious transport dock']",5,0.0947
7,"[3, 7, 10, 22]","['Medical ship', 'Car carrier', 'Oil tanker', 'Command ship']",4,0.0809
0,"[0, 2, 9]","['Non-ship', 'Submarine', 'Bulk carrier']",3,0.0443
0,"[0, 2, 4, 5]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship']",4,0.1407
6,"[0, 6, 8, 9, 10, 13, 19, 20, 22]","['Non-ship', 'Container ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Passenger ship', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Command ship']",9,0.2366
14,[14],['Liquefied gas ship'],1,0.0901
22,"[0, 5, 7, 10, 12, 13, 14, 16, 17, 19, 20, 21, 22]","['Non-ship', 'Auxiliary ship', 'Car carrier', 'Oil tanker', 'Destroyer', 'Passenger ship', 'Liquefied gas ship', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",13,0.5304
12,"[5, 12, 16, 17, 18, 20, 21]","['Auxiliary ship', 'Destroyer', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship']",7,0.0913
12,"[2, 5, 10, 12, 16, 17, 19, 22]","['Submarine', 'Auxiliary ship', 'Oil tanker', 'Destroyer', 'Landing craft', 'Frigate', 'Cruiser', 'Command ship']",8,0.2902
17,"[12, 17, 19]","['Destroyer', 'Frigate', 'Cruiser']",3,0.0582
8,"[0, 4, 5, 8, 13, 14]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Passenger ship', 'Liquefied gas ship']",6,0.1964
4,"[4, 5]","['Combat boat', 'Auxiliary ship']",2,0.0741
20,"[20, 22]","['Tarawa-class amphibious assault ship', 'Command ship']",2,0.1978
8,"[5, 8, 10]","['Auxiliary ship', 'Hovercraft', 'Oil tanker']",3,0.1363
6,"[2, 6, 9, 10, 12, 13, 19, 22]","['Submarine', 'Container ship', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Passenger ship', 'Cruiser', 'Command ship']",8,0.0521
9,"[4, 5, 7, 9, 12, 17, 19, 20]","['Combat boat', 'Auxiliary ship', 'Car carrier', 'Bulk carrier', 'Destroyer', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship']",8,0.0445
11,"[0, 4, 5, 9, 10, 11]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat']",6,0.0626
0,"[0, 4, 5, 9, 11, 13]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Fishing boat', 'Passenger ship']",6,0.3378
12,"[12, 17]","['Destroyer', 'Frigate']",2,0.0763
12,"[12, 17, 19]","['Destroyer', 'Frigate', 'Cruiser']",3,0.2707
18,"[0, 1, 5, 7, 10, 11, 12, 13, 14, 16, 17, 18, 20, 21, 22]","['Non-ship', 'Aircraft carrier', 'Auxiliary ship', 'Car carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Passenger ship', 'Liquefied gas ship', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",15,0.5296
14,[14],['Liquefied gas ship'],1,0.5087
13,"[0, 1, 2, 5, 6, 9, 10, 12, 16, 18, 19]","['Non-ship', 'Aircraft carrier', 'Submarine', 'Auxiliary ship', 'Container ship', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Landing craft', 'Amphibious transport dock', 'Cruiser']",11,0.461
9,"[4, 5, 9, 10, 12, 13, 14, 17]","['Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Passenger ship', 'Liquefied gas ship', 'Frigate']",8,0.1084
0,"[0, 2, 4, 5, 9, 13]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Passenger ship']",6,0.0818
9,[9],['Bulk carrier'],1,0.1058
18,[18],['Amphibious transport dock'],1,0.1071
12,"[12, 17]","['Destroyer', 'Frigate']",2,0.0421
13,"[5, 9, 13]","['Auxiliary ship', 'Bulk carrier', 'Passenger ship']",3,0.3214
11,"[0, 4, 5, 9, 10, 13, 20, 22]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Passenger ship', 'Tarawa-class amphibious assault ship', 'Command ship']",8,0.1379
13,[13],['Passenger ship'],1,0.2088
0,"[0, 4, 5, 9, 10, 13]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Passenger ship']",6,0.0482
9,"[14, 17, 19, 20, 22]","['Liquefied gas ship', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Command ship']",5,0.0641
0,"[0, 4, 5, 8, 9, 10, 11, 13]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship']",8,0.0558
9,"[2, 9]","['Submarine', 'Bulk carrier']",2,0.1592
19,"[12, 14, 16, 17, 18, 19, 20, 21, 22]","['Destroyer', 'Liquefied gas ship', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",9,0.0938
12,"[12, 16, 17, 20, 22]","['Destroyer', 'Landing craft', 'Frigate', 'Tarawa-class amphibious assault ship', 'Command ship']",5,0.1348
9,"[6, 7, 9, 10, 13, 14]","['Container ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Passenger ship', 'Liquefied gas ship']",6,0.0846
2,"[0, 2, 5, 7, 8, 12, 13, 14, 17, 19, 20]","['Non-ship', 'Submarine', 'Auxiliary ship', 'Car carrier', 'Hovercraft', 'Destroyer', 'Passenger ship', 'Liquefied gas ship', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship']",11,0.1476
19,"[12, 17, 19]","['Destroyer', 'Frigate', 'Cruiser']",3,0.2997
16,"[16, 22]","['Landing craft', 'Command ship']",2,0.0793
1,[1],['Aircraft carrier'],1,0.1149
4,"[0, 2, 4, 5, 8, 9, 10, 11, 15, 17]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Barge', 'Frigate']",10,0.5791
4,"[0, 2, 4, 5, 9, 10, 11, 12, 17]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Frigate']",9,0.3163
12,"[12, 17, 19]","['Destroyer', 'Frigate', 'Cruiser']",3,0.0532
4,[4],['Combat boat'],1,0.1185
17,"[17, 19]","['Frigate', 'Cruiser']",2,0.0768
10,"[2, 5, 9, 10, 11, 13]","['Submarine', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship']",6,0.1026
22,[7],['Car carrier'],1,0.706
8,"[0, 2, 4, 5, 7, 8, 9, 10, 11, 14, 15, 17]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Liquefied gas ship', 'Barge', 'Frigate']",12,0.6069
0,"[0, 5, 10, 13, 20]","['Non-ship', 'Auxiliary ship', 'Oil tanker', 'Passenger ship', 'Tarawa-class amphibious assault ship']",5,0.087
1,[1],['Aircraft carrier'],1,0.0752
1,"[1, 7, 12, 20, 21]","['Aircraft carrier', 'Car carrier', 'Destroyer', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship']",5,0.4373
12,"[0, 1, 3, 5, 7, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 22]","['Non-ship', 'Aircraft carrier', 'Medical ship', 'Auxiliary ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Passenger ship', 'Barge', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",17,0.6121
4,"[0, 2, 4, 5, 9, 10, 17]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Frigate']",7,0.6854
15,"[14, 15]","['Liquefied gas ship', 'Barge']",2,0.1225
19,"[5, 7, 10, 12, 15, 17, 19, 22]","['Auxiliary ship', 'Car carrier', 'Oil tanker', 'Destroyer', 'Barge', 'Frigate', 'Cruiser', 'Command ship']",8,0.5882
2,[2],['Submarine'],1,0.1458
17,"[0, 1, 2, 3, 5, 11, 12, 14, 16, 17, 18, 19, 21]","['Non-ship', 'Aircraft carrier', 'Submarine', 'Medical ship', 'Auxiliary ship', 'Fishing boat', 'Destroyer', 'Liquefied gas ship', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Amphibious assault ship']",13,0.6602
8,"[0, 2, 5, 7, 8, 9, 10, 14, 15, 17, 22]","['Non-ship', 'Submarine', 'Auxiliary ship', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Liquefied gas ship', 'Barge', 'Frigate', 'Command ship']",11,0.2845
16,"[16, 20]","['Landing craft', 'Tarawa-class amphibious assault ship']",2,0.0577
1,[1],['Aircraft carrier'],1,0.0803
1,"[1, 18]","['Aircraft carrier', 'Amphibious transport dock']",2,0.4065
2,[2],['Submarine'],1,0.1026
9,"[9, 10, 11, 13, 17]","['Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Frigate']",5,0.3894
20,"[10, 12, 14, 17, 19, 22]","['Oil tanker', 'Destroyer', 'Liquefied gas ship', 'Frigate', 'Cruiser', 'Command ship']",6,0.4148
12,"[12, 17]","['Destroyer', 'Frigate']",2,0.1604
20,[16],['Landing craft'],1,0.0757
19,"[12, 16, 17, 19, 22]","['Destroyer', 'Landing craft', 'Frigate', 'Cruiser', 'Command ship']",5,0.3669
12,"[12, 17]","['Destroyer', 'Frigate']",2,0.0283
9,"[7, 9]","['Car carrier', 'Bulk carrier']",2,0.2288
10,"[9, 10, 14]","['Bulk carrier', 'Oil tanker', 'Liquefied gas ship']",3,0.4686
19,"[12, 16, 17, 18, 19, 20, 21, 22]","['Destroyer', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",8,0.3292
8,"[5, 8, 13]","['Auxiliary ship', 'Hovercraft', 'Passenger ship']",3,0.1048
1,[1],['Aircraft carrier'],1,0.1083
12,"[7, 9, 12, 20]","['Car carrier', 'Bulk carrier', 'Destroyer', 'Tarawa-class amphibious assault ship']",4,0.196
12,"[1, 10, 12, 16, 17, 19, 20, 21, 22]","['Aircraft carrier', 'Oil tanker', 'Destroyer', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",9,0.6404
4,"[4, 5]","['Combat boat', 'Auxiliary ship']",2,0.1651
21,[21],['Amphibious assault ship'],1,0.1161
0,"[0, 2, 7, 9, 10]","['Non-ship', 'Submarine', 'Car carrier', 'Bulk carrier', 'Oil tanker']",5,0.3054
12,[12],['Destroyer'],1,0.0669
9,"[0, 5, 7, 9, 10, 12, 17, 18, 19, 20, 22]","['Non-ship', 'Auxiliary ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Command ship']",11,0.3864
4,[4],['Combat boat'],1,0.151
2,[2],['Submarine'],1,0.0562
14,[14],['Liquefied gas ship'],1,0.219
9,"[0, 2, 4, 5, 9, 10, 11, 15, 17]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Barge', 'Frigate']",9,0.4942
11,"[0, 4, 5, 8, 9, 10, 11, 13, 14, 15]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship', 'Barge']",10,0.4757
19,"[12, 16, 17, 19, 22]","['Destroyer', 'Landing craft', 'Frigate', 'Cruiser', 'Command ship']",5,0.0698
19,"[7, 8, 10, 12, 14, 15, 17, 19, 22]","['Car carrier', 'Hovercraft', 'Oil tanker', 'Destroyer', 'Liquefied gas ship', 'Barge', 'Frigate', 'Cruiser', 'Command ship']",9,0.4622
10,"[0, 2, 4, 5, 7, 8, 9, 10, 12, 16, 17, 18, 19, 20, 21, 22]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",16,0.0496
0,"[0, 2, 4, 5, 9, 10, 11, 15]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Barge']",8,0.0758
16,"[16, 18, 22]","['Landing craft', 'Amphibious transport dock', 'Command ship']",3,0.0895
6,"[0, 6, 7, 9, 13, 20, 22]","['Non-ship', 'Container ship', 'Car carrier', 'Bulk carrier', 'Passenger ship', 'Tarawa-class amphibious assault ship', 'Command ship']",7,0.3799
0,"[0, 4, 9, 11]","['Non-ship', 'Combat boat', 'Bulk carrier', 'Fishing boat']",4,0.105
22,[22],['Command ship'],1,0.1424
12,"[2, 5, 9, 10, 12, 17, 19, 22]","['Submarine', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Frigate', 'Cruiser', 'Command ship']",8,0.3434
0,"[0, 1, 2, 4, 5, 6, 9, 10, 11, 12, 13, 14, 15, 17, 22]","['Non-ship', 'Aircraft carrier', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Container ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Passenger ship', 'Liquefied gas ship', 'Barge', 'Frigate', 'Command ship']",15,0.6048
5,"[0, 2, 4, 5, 9, 10, 11, 13, 14, 15]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship', 'Barge']",10,0.4248
3,"[3, 5, 13, 14, 16, 18, 20, 22]","['Medical ship', 'Auxiliary ship', 'Passenger ship', 'Liquefied gas ship', 'Landing craft', 'Amphibious transport dock', 'Tarawa-class amphibious assault ship', 'Command ship']",8,0.2786
19,"[17, 19]","['Frigate', 'Cruiser']",2,0.1343
0,"[0, 4, 5, 9, 10, 11, 14]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Liquefied gas ship']",7,0.5161
12,"[1, 2, 5, 7, 12, 13, 14, 16, 17, 19, 20, 21]","['Aircraft carrier', 'Submarine', 'Auxiliary ship', 'Car carrier', 'Destroyer', 'Passenger ship', 'Liquefied gas ship', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship']",12,0.6983
8,"[0, 2, 4, 5, 8, 9, 10, 12, 13, 14, 15, 17, 19]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Passenger ship', 'Liquefied gas ship', 'Barge', 'Frigate', 'Cruiser']",13,0.5253
21,"[0, 7, 10, 18, 20, 21]","['Non-ship', 'Car carrier', 'Oil tanker', 'Amphibious transport dock', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship']",6,0.5326
9,"[0, 2, 5, 6, 9]","['Non-ship', 'Submarine', 'Auxiliary ship', 'Container ship', 'Bulk carrier']",5,0.3745
21,[21],['Amphibious assault ship'],1,0.0751
10,"[0, 2, 4, 5, 9, 10, 11, 13]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship']",8,0.0312
18,"[12, 14, 16, 17, 18, 19, 20, 22]","['Destroyer', 'Liquefied gas ship', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Command ship']",8,0.0823
14,[14],['Liquefied gas ship'],1,0.2343
7,"[7, 10, 20]","['Car carrier', 'Oil tanker', 'Tarawa-class amphibious assault ship']",3,0.6245
7,"[0, 1, 7]","['Non-ship', 'Aircraft carrier', 'Car carrier']",3,0.0686
0,"[0, 4, 5, 6, 7, 9]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Container ship', 'Car carrier', 'Bulk carrier']",6,0.2233
14,[14],['Liquefied gas ship'],1,0.2106
1,[1],['Aircraft carrier'],1,0.4473
20,"[10, 12, 14, 16, 17, 19, 20, 21, 22]","['Oil tanker', 'Destroyer', 'Liquefied gas ship', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",9,0.0426
22,[22],['Command ship'],1,0.1703
12,[12],['Destroyer'],1,0.1055
2,[2],['Submarine'],1,0.064
10,"[9, 10, 13]","['Bulk carrier', 'Oil tanker', 'Passenger ship']",3,0.0639
9,"[0, 4, 5, 9, 11, 13]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Fishing boat', 'Passenger ship']",6,0.0354
13,"[0, 1, 2, 5, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22]","['Non-ship', 'Aircraft carrier', 'Submarine', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Passenger ship', 'Liquefied gas ship', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",17,0.1081
21,"[1, 12, 16, 17, 19, 20, 21, 22]","['Aircraft carrier', 'Destroyer', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",8,0.1069
5,"[4, 5]","['Combat boat', 'Auxiliary ship']",2,0.0182
19,"[12, 17, 19]","['Destroyer', 'Frigate', 'Cruiser']",3,0.0928
12,"[12, 17, 19, 21, 22]","['Destroyer', 'Frigate', 'Cruiser', 'Amphibious assault ship', 'Command ship']",5,0.2885
9,"[0, 2, 5, 7, 10, 15, 18]","['Non-ship', 'Submarine', 'Auxiliary ship', 'Car carrier', 'Oil tanker', 'Barge', 'Amphibious transport dock']",7,0.3634
12,"[12, 14, 16, 17, 19, 22]","['Destroyer', 'Liquefied gas ship', 'Landing craft', 'Frigate', 'Cruiser', 'Command ship']",6,0.1311
5,"[0, 2, 4, 5, 8, 9, 10, 14, 15, 17]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Liquefied gas ship', 'Barge', 'Frigate']",10,0.4108
1,[1],['Aircraft carrier'],1,0.0286
19,"[12, 17, 19]","['Destroyer', 'Frigate', 'Cruiser']",3,0.4595
17,"[12, 16, 17, 19, 22]","['Destroyer', 'Landing craft', 'Frigate', 'Cruiser', 'Command ship']",5,0.1399
21,"[12, 21]","['Destroyer', 'Amphibious assault ship']",2,0.1496
12,"[12, 17, 19, 20]","['Destroyer', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship']",4,0.2802
0,"[0, 2, 4, 5, 9, 10, 11, 14, 15, 17]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Liquefied gas ship', 'Barge', 'Frigate']",10,0.4364
0,"[0, 4, 5, 8, 9, 10, 11, 13, 14]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship']",9,0.0642
0,"[0, 5]","['Non-ship', 'Auxiliary ship']",2,0.1284
5,"[4, 5, 11, 13]","['Combat boat', 'Auxiliary ship', 'Fishing boat', 'Passenger ship']",4,0.106
12,"[12, 17, 19]","['Destroyer', 'Frigate', 'Cruiser']",3,0.1149
9,"[0, 2, 5, 9, 10]","['Non-ship', 'Submarine', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker']",5,0.4248
19,"[7, 19, 22]","['Car carrier', 'Cruiser', 'Command ship']",3,0.2153
16,[16],['Landing craft'],1,0.378
20,"[5, 7, 12, 16, 17, 19, 20, 22]","['Auxiliary ship', 'Car carrier', 'Destroyer', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Command ship']",8,0.0907
17,[17],['Frigate'],1,0.0423
9,"[0, 7, 8, 9, 10, 11, 12, 14]","['Non-ship', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Liquefied gas ship']",8,0.4571
15,"[14, 15]","['Liquefied gas ship', 'Barge']",2,0.1111
17,[17],['Frigate'],1,0.2902
16,[16],['Landing craft'],1,0.0493
12,"[5, 12]","['Auxiliary ship', 'Destroyer']",2,0.2076
0,"[0, 2, 5, 6, 9, 12]","['Non-ship', 'Submarine', 'Auxiliary ship', 'Container ship', 'Bulk carrier', 'Destroyer']",6,0.0507
19,"[12, 19]","['Destroyer', 'Cruiser']",2,0.1295
1,"[1, 2]","['Aircraft carrier', 'Submarine']",2,0.5837
0,"[0, 2, 4, 5, 9, 11, 12]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Fishing boat', 'Destroyer']",7,0.2443
9,[9],['Bulk carrier'],1,0.1182
17,"[0, 2, 4, 5, 6, 7, 9, 10, 12, 18, 22]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Container ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Amphibious transport dock', 'Command ship']",11,0.0942
17,"[0, 2, 4, 5, 9, 10, 11, 12, 13, 14, 16, 17, 18, 19, 20, 21, 22]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Passenger ship', 'Liquefied gas ship', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",17,0.0484
0,"[0, 2, 4, 5, 7, 8, 9, 10, 11, 13, 17]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Frigate']",11,0.376
0,[0],['Non-ship'],1,0.0387
9,"[0, 2, 4, 5, 8, 9, 10, 11, 13, 14]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship']",10,0.0467
9,"[2, 5, 9, 10, 11, 13]","['Submarine', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship']",6,0.5707
19,"[12, 17, 19, 22]","['Destroyer', 'Frigate', 'Cruiser', 'Command ship']",4,0.0613
14,[14],['Liquefied gas ship'],1,0.2728
17,"[2, 12, 14, 16, 17, 19, 22]","['Submarine', 'Destroyer', 'Liquefied gas ship', 'Landing craft', 'Frigate', 'Cruiser', 'Command ship']",7,0.4299
11,"[0, 4, 5, 7, 9, 10, 11, 13, 14]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship']",9,0.0613
4,"[0, 4, 5, 9, 10, 11]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat']",6,0.1499
1,"[1, 21]","['Aircraft carrier', 'Amphibious assault ship']",2,0.0926
12,"[1, 2, 5, 7, 9, 10, 12, 14, 17, 18, 19, 21, 22]","['Aircraft carrier', 'Submarine', 'Auxiliary ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Liquefied gas ship', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Amphibious assault ship', 'Command ship']",13,0.2542
6,"[6, 9]","['Container ship', 'Bulk carrier']",2,0.1049
13,[13],['Passenger ship'],1,0.1637
0,"[4, 5, 13]","['Combat boat', 'Auxiliary ship', 'Passenger ship']",3,0.1113
5,"[0, 2, 4, 5, 8, 9, 11, 14, 15]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Fishing boat', 'Liquefied gas ship', 'Barge']",9,0.0773
5,"[0, 1, 2, 4, 5, 6, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 21, 22]","['Non-ship', 'Aircraft carrier', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Container ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Liquefied gas ship', 'Barge', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Amphibious assault ship', 'Command ship']",18,0.2562
13,"[5, 9, 13]","['Auxiliary ship', 'Bulk carrier', 'Passenger ship']",3,0.1649
12,"[2, 5, 12, 16, 17, 19, 22]","['Submarine', 'Auxiliary ship', 'Destroyer', 'Landing craft', 'Frigate', 'Cruiser', 'Command ship']",7,0.5889
13,[13],['Passenger ship'],1,0.0674
0,[13],['Passenger ship'],1,0.2537
0,"[0, 4, 5]","['Non-ship', 'Combat boat', 'Auxiliary ship']",3,0.3262
5,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 13, 14, 15, 17, 19, 22]","['Non-ship', 'Aircraft carrier', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Container ship', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Passenger ship', 'Liquefied gas ship', 'Barge', 'Frigate', 'Cruiser', 'Command ship']",16,0.3729
0,"[7, 12, 21]","['Car carrier', 'Destroyer', 'Amphibious assault ship']",3,0.0789
20,"[16, 20, 22]","['Landing craft', 'Tarawa-class amphibious assault ship', 'Command ship']",3,0.1437
0,"[0, 5]","['Non-ship', 'Auxiliary ship']",2,0.2288
12,"[12, 17, 19]","['Destroyer', 'Frigate', 'Cruiser']",3,0.2011
1,"[1, 2, 16, 18, 21]","['Aircraft carrier', 'Submarine', 'Landing craft', 'Amphibious transport dock', 'Amphibious assault ship']",5,0.0794
7,"[7, 9, 13]","['Car carrier', 'Bulk carrier', 'Passenger ship']",3,0.0702
12,"[0, 2, 5, 16, 20]","['Non-ship', 'Submarine', 'Auxiliary ship', 'Landing craft', 'Tarawa-class amphibious assault ship']",5,0.0447
9,"[1, 2, 3, 6, 7, 9, 10, 12, 16, 18, 19, 22]","['Aircraft carrier', 'Submarine', 'Medical ship', 'Container ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Landing craft', 'Amphibious transport dock', 'Cruiser', 'Command ship']",12,0.169
