img_path,fine_label,super_label,sharpness
data\009.Arleigh_Burke-class_destroyer\P0038.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,77.30835
data\009.Arleigh_Burke-class_destroyer\P0045.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,87.28961
data\009.Arleigh_Burke-class_destroyer\P0057.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,72.86509
data\009.Arleigh_Burke-class_destroyer\P0064.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,84.39268
data\009.Arleigh_Burke-class_destroyer\P0070.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,76.92427
data\009.Arleigh_Burke-class_destroyer\P0073.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,83.316986
data\009.Arleigh_Burke-class_destroyer\P0078.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,73.73486
data\009.Arleigh_Burke-class_destroyer\P0082.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,83.00792
data\009.Arleigh_Burke-class_destroyer\P0084.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,93.02481
data\009.Arleigh_Burke-class_destroyer\P0092.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,66.065094
data\009.Arleigh_Burke-class_destroyer\P0093.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,84.572464
data\009.Arleigh_Burke-class_destroyer\P0122.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,75.78482
data\009.Arleigh_Burke-class_destroyer\P0124.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,76.34997
data\009.Arleigh_Burke-class_destroyer\P0128.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,83.59502
data\009.Arleigh_Burke-class_destroyer\P0130.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,83.72768
data\009.Arleigh_Burke-class_destroyer\P0147.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,83.89763
data\009.Arleigh_Burke-class_destroyer\P0164.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,84.29588
data\009.Arleigh_Burke-class_destroyer\P0165.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,75.74833
data\009.Arleigh_Burke-class_destroyer\P0177.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,50.204277
data\009.Arleigh_Burke-class_destroyer\P0192.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,77.20392
data\009.Arleigh_Burke-class_destroyer\P0194.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,74.16397
data\009.Arleigh_Burke-class_destroyer\P0211.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,92.61317
data\009.Arleigh_Burke-class_destroyer\P0216.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,83.516655
data\009.Arleigh_Burke-class_destroyer\P0220.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,82.96238
data\009.Arleigh_Burke-class_destroyer\P0237.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,64.259995
data\009.Arleigh_Burke-class_destroyer\P0239.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,83.64981
data\009.Arleigh_Burke-class_destroyer\P0240.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,78.9789
data\009.Arleigh_Burke-class_destroyer\P0245.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,73.53954
data\009.Arleigh_Burke-class_destroyer\P0246.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,69.020744
data\009.Arleigh_Burke-class_destroyer\P0250.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,77.45335
data\009.Arleigh_Burke-class_destroyer\P0252.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,83.96178
data\009.Arleigh_Burke-class_destroyer\P0261.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,78.43178
data\009.Arleigh_Burke-class_destroyer\P0263.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,79.76039
data\009.Arleigh_Burke-class_destroyer\P0268.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,78.62041
data\009.Arleigh_Burke-class_destroyer\P0274.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,77.62519
data\009.Arleigh_Burke-class_destroyer\P0276.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,82.10533
data\009.Arleigh_Burke-class_destroyer\P0283.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,84.2377
data\009.Arleigh_Burke-class_destroyer\P0286.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,80.71242
data\009.Arleigh_Burke-class_destroyer\P0304.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,90.112114
data\009.Arleigh_Burke-class_destroyer\P0305.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,93.26719
data\009.Arleigh_Burke-class_destroyer\P0309.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,76.82393
data\009.Arleigh_Burke-class_destroyer\P0314.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,92.83536
data\009.Arleigh_Burke-class_destroyer\P0316.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,81.96713
data\009.Arleigh_Burke-class_destroyer\P0319.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,65.62662
data\009.Arleigh_Burke-class_destroyer\P0320.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,74.7852
data\009.Arleigh_Burke-class_destroyer\P0332.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,81.51535
data\009.Arleigh_Burke-class_destroyer\P0333.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,78.35571
data\009.Arleigh_Burke-class_destroyer\P0353.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,91.68373
data\009.Arleigh_Burke-class_destroyer\P0355.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,48.006985
data\009.Arleigh_Burke-class_destroyer\P0358.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,80.026505
data\009.Arleigh_Burke-class_destroyer\P0370.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,85.317955
data\009.Arleigh_Burke-class_destroyer\P0377.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,81.89415
data\009.Arleigh_Burke-class_destroyer\P0380.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,92.45594
data\009.Arleigh_Burke-class_destroyer\P0387.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,80.846054
data\009.Arleigh_Burke-class_destroyer\P0392.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,78.46666
data\009.Arleigh_Burke-class_destroyer\P0399.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,84.060684
data\009.Arleigh_Burke-class_destroyer\P0400.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,83.584564
data\009.Arleigh_Burke-class_destroyer\P0401.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,74.26082
data\009.Arleigh_Burke-class_destroyer\P0406.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,83.45178
data\009.Arleigh_Burke-class_destroyer\P0409.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,72.422195
data\009.Arleigh_Burke-class_destroyer\P0413.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,79.307495
data\009.Arleigh_Burke-class_destroyer\P0424.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,84.27042
data\009.Arleigh_Burke-class_destroyer\P0433.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,79.72711
data\009.Arleigh_Burke-class_destroyer\P0438.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,85.21594
data\009.Arleigh_Burke-class_destroyer\P0440.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,71.56364
data\009.Arleigh_Burke-class_destroyer\P0454.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,77.71538
data\009.Arleigh_Burke-class_destroyer\P0456.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,68.73495
data\009.Arleigh_Burke-class_destroyer\P0467.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,78.05326
data\009.Arleigh_Burke-class_destroyer\P0471.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,92.91392
data\009.Arleigh_Burke-class_destroyer\P0473.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,55.36199
data\009.Arleigh_Burke-class_destroyer\P0486.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,76.92389
data\009.Arleigh_Burke-class_destroyer\P0496.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,72.05156
data\009.Arleigh_Burke-class_destroyer\P0508.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,77.41672
data\009.Arleigh_Burke-class_destroyer\P0514.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,73.73469
data\009.Arleigh_Burke-class_destroyer\P0524.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,76.82448
data\009.Arleigh_Burke-class_destroyer\P0526.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,43.275284
data\009.Arleigh_Burke-class_destroyer\P0541.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,78.54273
data\009.Arleigh_Burke-class_destroyer\P0552.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,69.62523
data\009.Arleigh_Burke-class_destroyer\P0553.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,58.3235
data\009.Arleigh_Burke-class_destroyer\P0561.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,77.70238
data\009.Arleigh_Burke-class_destroyer\P0564.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,93.91855
data\009.Arleigh_Burke-class_destroyer\P0577.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,69.76849
data\009.Arleigh_Burke-class_destroyer\P0583.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,68.59716
data\009.Arleigh_Burke-class_destroyer\P0594.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,78.48367
data\009.Arleigh_Burke-class_destroyer\P0616.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,72.64568
data\009.Arleigh_Burke-class_destroyer\P0621.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,69.222336
data\009.Arleigh_Burke-class_destroyer\P0624.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,57.018253
data\009.Arleigh_Burke-class_destroyer\P0631.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,79.00661
data\009.Arleigh_Burke-class_destroyer\P0633.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,66.8344
data\009.Arleigh_Burke-class_destroyer\P0638.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,72.51314
data\009.Arleigh_Burke-class_destroyer\P0649.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,84.27787
data\009.Arleigh_Burke-class_destroyer\P0650.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,76.330505
data\009.Arleigh_Burke-class_destroyer\P0653.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,82.733536
data\009.Arleigh_Burke-class_destroyer\P0659.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,82.2173
data\009.Arleigh_Burke-class_destroyer\P0664.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,76.89285
data\009.Arleigh_Burke-class_destroyer\P0669.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,83.91223
data\009.Arleigh_Burke-class_destroyer\P0671.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,82.942444
data\009.Arleigh_Burke-class_destroyer\P0690.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,81.89869
data\009.Arleigh_Burke-class_destroyer\P0732.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,47.418537
data\009.Arleigh_Burke-class_destroyer\P0733.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,74.70506
data\009.Arleigh_Burke-class_destroyer\P0747.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,79.90874
data\009.Arleigh_Burke-class_destroyer\P0756.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,78.98213
data\009.Arleigh_Burke-class_destroyer\P0761.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,74.135284
data\009.Arleigh_Burke-class_destroyer\P0762.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,75.23552
data\009.Arleigh_Burke-class_destroyer\P0764.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,75.109116
data\009.Arleigh_Burke-class_destroyer\P0765.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,77.16764
data\009.Arleigh_Burke-class_destroyer\P0766.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,74.245544
data\009.Arleigh_Burke-class_destroyer\P0777.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,77.203476
data\009.Arleigh_Burke-class_destroyer\P0786.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,78.987854
data\009.Arleigh_Burke-class_destroyer\P0795.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,83.23506
data\009.Arleigh_Burke-class_destroyer\P0800.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,84.33416
data\009.Arleigh_Burke-class_destroyer\P0802.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,79.309685
data\009.Arleigh_Burke-class_destroyer\P0814.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,88.26779
data\009.Arleigh_Burke-class_destroyer\P0818.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,84.306915
data\009.Arleigh_Burke-class_destroyer\P0822.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,79.960236
data\009.Arleigh_Burke-class_destroyer\P0843.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,89.1548
data\009.Arleigh_Burke-class_destroyer\P0857.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,75.23518
data\009.Arleigh_Burke-class_destroyer\P0872.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,86.95555
data\009.Arleigh_Burke-class_destroyer\P0873.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,84.473465
data\009.Arleigh_Burke-class_destroyer\P0876.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,94.175156
data\009.Arleigh_Burke-class_destroyer\P0886.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,81.20586
data\009.Arleigh_Burke-class_destroyer\P0901.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,54.18076
data\009.Arleigh_Burke-class_destroyer\P0903.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,73.60356
data\009.Arleigh_Burke-class_destroyer\P0909.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,65.592804
data\009.Arleigh_Burke-class_destroyer\P0912.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,84.786285
data\009.Arleigh_Burke-class_destroyer\P0919.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,79.967514
data\009.Arleigh_Burke-class_destroyer\P0922.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,49.8955
data\009.Arleigh_Burke-class_destroyer\P0923.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,92.7132
data\009.Arleigh_Burke-class_destroyer\P0925.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,82.65035
data\009.Arleigh_Burke-class_destroyer\P0939.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,84.6344
data\009.Arleigh_Burke-class_destroyer\P0961.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,83.22227
data\009.Arleigh_Burke-class_destroyer\P0962.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,79.20824
data\009.Arleigh_Burke-class_destroyer\P0963.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,71.98537
data\009.Arleigh_Burke-class_destroyer\P0965.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,72.428375
data\009.Arleigh_Burke-class_destroyer\P0989.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,69.63466
data\009.Arleigh_Burke-class_destroyer\P0995.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,71.92175
data\009.Arleigh_Burke-class_destroyer\P0999.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,76.82675
data\009.Arleigh_Burke-class_destroyer\P1001.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,72.56472
data\009.Arleigh_Burke-class_destroyer\P1007.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,69.425186
data\009.Arleigh_Burke-class_destroyer\P1010.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,79.77819
data\009.Arleigh_Burke-class_destroyer\P1016.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,80.67732
data\009.Arleigh_Burke-class_destroyer\P1019.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,45.408485
data\009.Arleigh_Burke-class_destroyer\P1027.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,82.33719
data\009.Arleigh_Burke-class_destroyer\P1030.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,76.40731
data\009.Arleigh_Burke-class_destroyer\P1034.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,44.988724
data\009.Arleigh_Burke-class_destroyer\P1046.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,82.32399
data\009.Arleigh_Burke-class_destroyer\P1060.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,74.79505
data\009.Arleigh_Burke-class_destroyer\P1068.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,73.60257
data\009.Arleigh_Burke-class_destroyer\P1074.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,82.100365
data\009.Arleigh_Burke-class_destroyer\P1088.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,86.622856
data\009.Arleigh_Burke-class_destroyer\P1092.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,78.583725
data\009.Arleigh_Burke-class_destroyer\P1093.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,80.71425
data\009.Arleigh_Burke-class_destroyer\P1094.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,76.01782
data\009.Arleigh_Burke-class_destroyer\P1096.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,80.24164
data\009.Arleigh_Burke-class_destroyer\P1098.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,73.44591
data\009.Arleigh_Burke-class_destroyer\P1103.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,66.99344
data\009.Arleigh_Burke-class_destroyer\P1118.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,81.764694
data\009.Arleigh_Burke-class_destroyer\P1121.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,63.002525
data\009.Arleigh_Burke-class_destroyer\P1127.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,76.97133
data\009.Arleigh_Burke-class_destroyer\P1128.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,66.87713
data\009.Arleigh_Burke-class_destroyer\P1129.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,73.43184
data\009.Arleigh_Burke-class_destroyer\P1139.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,80.552185
data\009.Arleigh_Burke-class_destroyer\P1152.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,81.109695
data\009.Arleigh_Burke-class_destroyer\P1153.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,83.605965
data\009.Arleigh_Burke-class_destroyer\P1158.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,68.545334
data\009.Arleigh_Burke-class_destroyer\P1163.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,47.398483
data\009.Arleigh_Burke-class_destroyer\P1166.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,66.18713
data\009.Arleigh_Burke-class_destroyer\P1177.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,75.79558
data\009.Arleigh_Burke-class_destroyer\P1185.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,56.5382
data\009.Arleigh_Burke-class_destroyer\P1194.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,83.86506
data\009.Arleigh_Burke-class_destroyer\P1197.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,72.90291
data\009.Arleigh_Burke-class_destroyer\P1207.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,59.112175
data\009.Arleigh_Burke-class_destroyer\P1208.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,73.868004
data\009.Arleigh_Burke-class_destroyer\P1211.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,80.357864
data\009.Arleigh_Burke-class_destroyer\P1220.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,72.06575
data\009.Arleigh_Burke-class_destroyer\P1229.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,81.54594
data\009.Arleigh_Burke-class_destroyer\P1237.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,92.47802
data\009.Arleigh_Burke-class_destroyer\P1242.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,92.64928
data\009.Arleigh_Burke-class_destroyer\P1244.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,88.72714
data\009.Arleigh_Burke-class_destroyer\P1251.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,94.26412
data\009.Arleigh_Burke-class_destroyer\P1266.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,76.49329
data\009.Arleigh_Burke-class_destroyer\P1268.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,76.59413
data\009.Arleigh_Burke-class_destroyer\P1275.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,72.05285
data\009.Arleigh_Burke-class_destroyer\P1276.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,60.364548
data\009.Arleigh_Burke-class_destroyer\P1279.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,90.081894
data\009.Arleigh_Burke-class_destroyer\P1291.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,81.58925
data\009.Arleigh_Burke-class_destroyer\P1317.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,83.589836
data\009.Arleigh_Burke-class_destroyer\P1326.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,81.28146
data\009.Arleigh_Burke-class_destroyer\P1334.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,80.56572
data\009.Arleigh_Burke-class_destroyer\P1340.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,66.6259
data\009.Arleigh_Burke-class_destroyer\P1341.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,51.51991
data\009.Arleigh_Burke-class_destroyer\P1345.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,72.95401
data\009.Arleigh_Burke-class_destroyer\P1351.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,79.3084
data\009.Arleigh_Burke-class_destroyer\P1362.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,71.090004
data\009.Arleigh_Burke-class_destroyer\P1363.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,79.50902
data\009.Arleigh_Burke-class_destroyer\P1371.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,84.568245
data\009.Arleigh_Burke-class_destroyer\P1377.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,56.27612
data\009.Arleigh_Burke-class_destroyer\P1393.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,65.41402
data\009.Arleigh_Burke-class_destroyer\P1398.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,74.301575
data\009.Arleigh_Burke-class_destroyer\P1401.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,75.92999
data\009.Arleigh_Burke-class_destroyer\P1404.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,83.41458
data\009.Arleigh_Burke-class_destroyer\P1408.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,77.99385
data\009.Arleigh_Burke-class_destroyer\P1418.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,81.333755
data\009.Arleigh_Burke-class_destroyer\P1433.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,81.16698
data\009.Arleigh_Burke-class_destroyer\P1440.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,73.97893
data\009.Arleigh_Burke-class_destroyer\P1442.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,82.60524
data\009.Arleigh_Burke-class_destroyer\P1443.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,71.04187
data\009.Arleigh_Burke-class_destroyer\P1445.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,84.57349
data\009.Arleigh_Burke-class_destroyer\P1489.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,66.62465
data\009.Arleigh_Burke-class_destroyer\P1492.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,75.556786
data\009.Arleigh_Burke-class_destroyer\P1559.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,91.753975
data\009.Arleigh_Burke-class_destroyer\P1565.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,87.1767
data\009.Arleigh_Burke-class_destroyer\P1568.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,83.8591
data\009.Arleigh_Burke-class_destroyer\P1572.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,74.38486
data\009.Arleigh_Burke-class_destroyer\P1577.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,66.72745
data\009.Arleigh_Burke-class_destroyer\P1581.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,93.34271
data\009.Arleigh_Burke-class_destroyer\P1585.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,61.186295
data\009.Arleigh_Burke-class_destroyer\P1587.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,86.84094
data\009.Arleigh_Burke-class_destroyer\P1592.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,82.81468
data\009.Arleigh_Burke-class_destroyer\P1596.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,63.38298
data\009.Arleigh_Burke-class_destroyer\P1604.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,92.37395
data\009.Arleigh_Burke-class_destroyer\P1609.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,66.113174
data\009.Arleigh_Burke-class_destroyer\P1611.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,85.91757
data\009.Arleigh_Burke-class_destroyer\P1622.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,91.70697
data\009.Arleigh_Burke-class_destroyer\P1637.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,84.20141
data\009.Arleigh_Burke-class_destroyer\P1642.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,70.21227
data\009.Arleigh_Burke-class_destroyer\P1651.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,76.99135
data\009.Arleigh_Burke-class_destroyer\P1687.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,81.74761
data\009.Arleigh_Burke-class_destroyer\P1689.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,73.06934
data\009.Arleigh_Burke-class_destroyer\P1704.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,91.85827
data\009.Arleigh_Burke-class_destroyer\P1710.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,81.06389
data\009.Arleigh_Burke-class_destroyer\P1711.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,76.29138
data\009.Arleigh_Burke-class_destroyer\P1712.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,77.6579
data\009.Arleigh_Burke-class_destroyer\P1718.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,73.97893
data\009.Arleigh_Burke-class_destroyer\P1724.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,82.047455
data\009.Arleigh_Burke-class_destroyer\P1726.bmp,009.Arleigh_Burke-class_destroyer,Destroyer,94.13634
