true_label,pred_set,pred_set_names,set_size,cloud_coverage
17,"[12, 17]","['Destroyer', 'Frigate']",2,0.0582
8,"[0, 2, 4, 5, 8, 9, 10, 11, 13]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship']",9,0.1964
4,[4],['Combat boat'],1,0.0741
20,"[12, 16, 17, 19, 20, 22]","['Destroyer', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Command ship']",6,0.1978
8,"[5, 8]","['Auxiliary ship', 'Hovercraft']",2,0.1363
6,[6],['Container ship'],1,0.0521
9,"[5, 10, 12, 19, 20]","['Auxiliary ship', 'Oil tanker', 'Destroyer', 'Cruiser', 'Tarawa-class amphibious assault ship']",5,0.0445
11,"[4, 11]","['Combat boat', 'Fishing boat']",2,0.0626
0,"[0, 11]","['Non-ship', 'Fishing boat']",2,0.3378
12,"[12, 19]","['Destroyer', 'Cruiser']",2,0.0763
12,"[5, 12, 17, 22]","['Auxiliary ship', 'Destroyer', 'Frigate', 'Command ship']",4,0.2707
18,"[3, 9, 12, 16, 18, 22]","['Medical ship', 'Bulk carrier', 'Destroyer', 'Landing craft', 'Amphibious transport dock', 'Command ship']",6,0.5296
14,"[0, 2, 4, 5, 9, 10, 11, 13, 14, 15]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship', 'Barge']",10,0.5087
13,"[3, 6, 9, 18, 21]","['Medical ship', 'Container ship', 'Bulk carrier', 'Amphibious transport dock', 'Amphibious assault ship']",5,0.461
9,"[4, 5, 6, 9, 10, 12]","['Combat boat', 'Auxiliary ship', 'Container ship', 'Bulk carrier', 'Oil tanker', 'Destroyer']",6,0.1084
0,"[0, 4, 5, 9, 10, 11, 12, 18]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Amphibious transport dock']",8,0.0818
9,[9],['Bulk carrier'],1,0.1058
18,"[16, 18]","['Landing craft', 'Amphibious transport dock']",2,0.1071
12,[12],['Destroyer'],1,0.0421
13,"[9, 10, 11]","['Bulk carrier', 'Oil tanker', 'Fishing boat']",3,0.3214
11,"[0, 4, 5, 11]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Fishing boat']",4,0.1379
13,"[13, 14, 18, 19]","['Passenger ship', 'Liquefied gas ship', 'Amphibious transport dock', 'Cruiser']",4,0.2088
0,"[0, 9]","['Non-ship', 'Bulk carrier']",2,0.0482
9,"[11, 14]","['Fishing boat', 'Liquefied gas ship']",2,0.0641
0,"[9, 10, 11]","['Bulk carrier', 'Oil tanker', 'Fishing boat']",3,0.0558
9,"[2, 9]","['Submarine', 'Bulk carrier']",2,0.1592
19,"[0, 5, 12, 16, 17, 19, 20]","['Non-ship', 'Auxiliary ship', 'Destroyer', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship']",7,0.0938
12,"[1, 12, 16, 19]","['Aircraft carrier', 'Destroyer', 'Landing craft', 'Cruiser']",4,0.1348
9,"[6, 9, 10]","['Container ship', 'Bulk carrier', 'Oil tanker']",3,0.0846
2,"[1, 2, 3, 7, 8, 10, 12, 16, 17, 19, 20, 21, 22]","['Aircraft carrier', 'Submarine', 'Medical ship', 'Car carrier', 'Hovercraft', 'Oil tanker', 'Destroyer', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",13,0.1476
19,"[9, 12, 19]","['Bulk carrier', 'Destroyer', 'Cruiser']",3,0.2997
16,[16],['Landing craft'],1,0.0793
1,[1],['Aircraft carrier'],1,0.1149
4,"[0, 4, 5, 8, 9, 10, 11, 13, 17]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Frigate']",9,0.5791
4,"[0, 4, 5, 9, 11]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Fishing boat']",5,0.3163
12,[12],['Destroyer'],1,0.0532
4,"[0, 4, 5, 9, 10, 11]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat']",6,0.1185
17,"[12, 17]","['Destroyer', 'Frigate']",2,0.0768
10,"[9, 10, 11]","['Bulk carrier', 'Oil tanker', 'Fishing boat']",3,0.1026
22,"[1, 9, 12, 16, 17, 18, 19, 22]","['Aircraft carrier', 'Bulk carrier', 'Destroyer', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Command ship']",8,0.706
8,"[0, 1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 15, 16, 17, 19, 20, 21, 22]","['Non-ship', 'Aircraft carrier', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Container ship', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Passenger ship', 'Barge', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",20,0.6069
0,"[0, 2, 5, 9, 10, 11, 12, 13]","['Non-ship', 'Submarine', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Passenger ship']",8,0.087
1,[1],['Aircraft carrier'],1,0.0752
1,"[1, 5, 7, 12, 16, 19, 21]","['Aircraft carrier', 'Auxiliary ship', 'Car carrier', 'Destroyer', 'Landing craft', 'Cruiser', 'Amphibious assault ship']",7,0.4373
12,"[0, 1, 2, 3, 5, 6, 7, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22]","['Non-ship', 'Aircraft carrier', 'Submarine', 'Medical ship', 'Auxiliary ship', 'Container ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Liquefied gas ship', 'Barge', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",20,0.6121
4,"[0, 2, 4, 5, 8, 9, 10, 11, 12, 14, 16, 17, 19]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Liquefied gas ship', 'Landing craft', 'Frigate', 'Cruiser']",13,0.6854
15,"[11, 14, 15]","['Fishing boat', 'Liquefied gas ship', 'Barge']",3,0.1225
19,"[0, 3, 7, 9, 10, 12, 17, 19, 20, 21, 22]","['Non-ship', 'Medical ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",11,0.5882
2,[2],['Submarine'],1,0.1458
17,"[0, 1, 2, 4, 5, 7, 9, 10, 11, 12, 16, 17, 18, 19, 20, 21, 22]","['Non-ship', 'Aircraft carrier', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",17,0.6602
8,"[0, 1, 5, 8, 9, 10, 11, 12, 17, 22]","['Non-ship', 'Aircraft carrier', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Frigate', 'Command ship']",10,0.2845
16,"[16, 20]","['Landing craft', 'Tarawa-class amphibious assault ship']",2,0.0577
1,"[1, 6]","['Aircraft carrier', 'Container ship']",2,0.0803
1,"[1, 21]","['Aircraft carrier', 'Amphibious assault ship']",2,0.4065
2,[2],['Submarine'],1,0.1026
9,"[9, 10, 11]","['Bulk carrier', 'Oil tanker', 'Fishing boat']",3,0.3894
20,"[2, 12, 16, 17, 20, 21]","['Submarine', 'Destroyer', 'Landing craft', 'Frigate', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship']",6,0.4148
12,"[0, 1, 5, 9, 12, 16, 17, 19, 20, 21]","['Non-ship', 'Aircraft carrier', 'Auxiliary ship', 'Bulk carrier', 'Destroyer', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship']",10,0.1604
20,"[16, 18, 20]","['Landing craft', 'Amphibious transport dock', 'Tarawa-class amphibious assault ship']",3,0.0757
19,"[4, 9, 12, 16, 17, 19, 20]","['Combat boat', 'Bulk carrier', 'Destroyer', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship']",7,0.3669
12,[12],['Destroyer'],1,0.0283
9,"[6, 9]","['Container ship', 'Bulk carrier']",2,0.2288
10,"[0, 2, 4, 5, 8, 9, 10, 11, 17]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Frigate']",9,0.4686
19,"[12, 19, 20]","['Destroyer', 'Cruiser', 'Tarawa-class amphibious assault ship']",3,0.3292
8,[8],['Hovercraft'],1,0.1048
1,[1],['Aircraft carrier'],1,0.1083
12,[12],['Destroyer'],1,0.196
12,"[0, 1, 4, 5, 9, 10, 11, 12, 16, 19, 20, 21, 22]","['Non-ship', 'Aircraft carrier', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Landing craft', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",13,0.6404
4,"[4, 5]","['Combat boat', 'Auxiliary ship']",2,0.1651
21,[21],['Amphibious assault ship'],1,0.1161
0,"[0, 2, 9]","['Non-ship', 'Submarine', 'Bulk carrier']",3,0.3054
12,[12],['Destroyer'],1,0.0669
9,"[1, 2, 6, 7, 9, 10, 18, 19, 20, 21, 22]","['Aircraft carrier', 'Submarine', 'Container ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",11,0.3864
4,[4],['Combat boat'],1,0.151
2,[2],['Submarine'],1,0.0562
14,[14],['Liquefied gas ship'],1,0.219
9,"[0, 4, 5, 9, 10, 11, 12, 16, 17, 19]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Landing craft', 'Frigate', 'Cruiser']",10,0.4942
11,"[0, 4, 5, 9, 10, 11, 13]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship']",7,0.4757
19,"[12, 19]","['Destroyer', 'Cruiser']",2,0.0698
19,"[0, 2, 3, 7, 8, 9, 10, 12, 15, 17, 19, 20, 21, 22]","['Non-ship', 'Submarine', 'Medical ship', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Barge', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",14,0.4622
10,"[0, 1, 5, 8, 9, 10, 11, 12, 16, 18, 20, 21]","['Non-ship', 'Aircraft carrier', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Landing craft', 'Amphibious transport dock', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship']",12,0.0496
0,"[0, 9, 11]","['Non-ship', 'Bulk carrier', 'Fishing boat']",3,0.0758
16,"[16, 20]","['Landing craft', 'Tarawa-class amphibious assault ship']",2,0.0895
6,"[2, 3, 6, 7, 9, 10, 11, 12, 13, 14, 18, 19]","['Submarine', 'Medical ship', 'Container ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Passenger ship', 'Liquefied gas ship', 'Amphibious transport dock', 'Cruiser']",12,0.3799
0,[11],['Fishing boat'],1,0.105
22,"[12, 16, 20, 22]","['Destroyer', 'Landing craft', 'Tarawa-class amphibious assault ship', 'Command ship']",4,0.1424
12,"[5, 9, 12, 17, 18, 19]","['Auxiliary ship', 'Bulk carrier', 'Destroyer', 'Frigate', 'Amphibious transport dock', 'Cruiser']",6,0.3434
0,"[0, 2, 4, 5, 9, 10, 11, 12, 13, 14, 15, 17, 19, 22]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Passenger ship', 'Liquefied gas ship', 'Barge', 'Frigate', 'Cruiser', 'Command ship']",14,0.6048
5,"[0, 2, 4, 5, 8, 9, 10, 11, 13, 14]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship']",10,0.4248
3,"[3, 7]","['Medical ship', 'Car carrier']",2,0.2786
19,[19],['Cruiser'],1,0.1343
0,"[0, 4, 5, 9, 10, 11, 12]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer']",7,0.5161
12,"[0, 1, 2, 3, 4, 7, 9, 10, 11, 12, 16, 17, 18, 19, 20, 21, 22]","['Non-ship', 'Aircraft carrier', 'Submarine', 'Medical ship', 'Combat boat', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",17,0.6983
8,"[0, 2, 5, 8, 9, 10, 13]","['Non-ship', 'Submarine', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Passenger ship']",7,0.5253
21,"[12, 21]","['Destroyer', 'Amphibious assault ship']",2,0.5326
9,"[0, 2, 9, 12]","['Non-ship', 'Submarine', 'Bulk carrier', 'Destroyer']",4,0.3745
21,[21],['Amphibious assault ship'],1,0.0751
10,"[0, 2, 4, 5, 9, 10, 11, 12, 17, 18]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Frigate', 'Amphibious transport dock']",10,0.0312
18,"[12, 18, 22]","['Destroyer', 'Amphibious transport dock', 'Command ship']",3,0.0823
14,[14],['Liquefied gas ship'],1,0.2343
7,"[0, 1, 2, 7, 9, 10, 11, 12, 16, 17, 19, 20, 21, 22]","['Non-ship', 'Aircraft carrier', 'Submarine', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",14,0.6245
7,"[0, 1, 5, 7, 13, 21]","['Non-ship', 'Aircraft carrier', 'Auxiliary ship', 'Car carrier', 'Passenger ship', 'Amphibious assault ship']",6,0.0686
0,"[0, 5, 7, 9, 11, 13]","['Non-ship', 'Auxiliary ship', 'Car carrier', 'Bulk carrier', 'Fishing boat', 'Passenger ship']",6,0.2233
14,"[11, 14, 15]","['Fishing boat', 'Liquefied gas ship', 'Barge']",3,0.2106
1,"[1, 3, 9, 10, 12, 18, 19, 20, 21, 22]","['Aircraft carrier', 'Medical ship', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",10,0.4473
20,"[16, 20]","['Landing craft', 'Tarawa-class amphibious assault ship']",2,0.0426
22,"[1, 4, 5, 9, 10, 12, 16, 17, 18, 19, 20, 21, 22]","['Aircraft carrier', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Landing craft', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",13,0.1703
12,[12],['Destroyer'],1,0.1055
2,[2],['Submarine'],1,0.064
10,"[9, 10, 11]","['Bulk carrier', 'Oil tanker', 'Fishing boat']",3,0.0639
9,"[4, 9, 11]","['Combat boat', 'Bulk carrier', 'Fishing boat']",3,0.0354
13,"[2, 5, 6, 9, 12, 18]","['Submarine', 'Auxiliary ship', 'Container ship', 'Bulk carrier', 'Destroyer', 'Amphibious transport dock']",6,0.1081
21,[21],['Amphibious assault ship'],1,0.1069
5,"[4, 5, 11]","['Combat boat', 'Auxiliary ship', 'Fishing boat']",3,0.0182
19,"[12, 17, 19]","['Destroyer', 'Frigate', 'Cruiser']",3,0.0928
12,"[12, 17, 19]","['Destroyer', 'Frigate', 'Cruiser']",3,0.2885
9,"[0, 2, 8, 9, 10, 12, 18]","['Non-ship', 'Submarine', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Amphibious transport dock']",7,0.3634
12,[12],['Destroyer'],1,0.1311
5,"[0, 2, 5, 9, 10, 11]","['Non-ship', 'Submarine', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat']",6,0.4108
1,[1],['Aircraft carrier'],1,0.0286
19,"[12, 19]","['Destroyer', 'Cruiser']",2,0.4595
17,[17],['Frigate'],1,0.1399
21,[21],['Amphibious assault ship'],1,0.1496
12,"[12, 19]","['Destroyer', 'Cruiser']",2,0.2802
0,"[0, 4, 5, 8, 9, 10, 11]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat']",7,0.4364
0,"[9, 11]","['Bulk carrier', 'Fishing boat']",2,0.0642
0,"[0, 4, 5]","['Non-ship', 'Combat boat', 'Auxiliary ship']",3,0.1284
5,"[4, 5, 11]","['Combat boat', 'Auxiliary ship', 'Fishing boat']",3,0.106
12,"[12, 19]","['Destroyer', 'Cruiser']",2,0.1149
9,[9],['Bulk carrier'],1,0.4248
19,"[2, 9, 12, 16, 17, 19]","['Submarine', 'Bulk carrier', 'Destroyer', 'Landing craft', 'Frigate', 'Cruiser']",6,0.2153
16,[16],['Landing craft'],1,0.378
20,[20],['Tarawa-class amphibious assault ship'],1,0.0907
17,"[12, 17]","['Destroyer', 'Frigate']",2,0.0423
9,"[0, 9, 11]","['Non-ship', 'Bulk carrier', 'Fishing boat']",3,0.4571
15,"[14, 15]","['Liquefied gas ship', 'Barge']",2,0.1111
17,"[2, 9, 10, 12, 16, 17, 19, 20, 22]","['Submarine', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Command ship']",9,0.2902
16,"[1, 12, 16, 18, 21, 22]","['Aircraft carrier', 'Destroyer', 'Landing craft', 'Amphibious transport dock', 'Amphibious assault ship', 'Command ship']",6,0.0493
12,"[4, 5, 10, 12, 17, 18, 19]","['Combat boat', 'Auxiliary ship', 'Oil tanker', 'Destroyer', 'Frigate', 'Amphibious transport dock', 'Cruiser']",7,0.2076
0,"[0, 2, 4, 5, 9, 10, 11, 12, 17, 19]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Frigate', 'Cruiser']",10,0.0507
19,"[12, 19]","['Destroyer', 'Cruiser']",2,0.1295
1,[1],['Aircraft carrier'],1,0.5837
0,"[0, 4, 5, 9, 11, 13]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Fishing boat', 'Passenger ship']",6,0.2443
9,[9],['Bulk carrier'],1,0.1182
17,"[2, 3, 5, 9, 12, 17, 18]","['Submarine', 'Medical ship', 'Auxiliary ship', 'Bulk carrier', 'Destroyer', 'Frigate', 'Amphibious transport dock']",7,0.0942
17,"[4, 5, 12, 17, 19]","['Combat boat', 'Auxiliary ship', 'Destroyer', 'Frigate', 'Cruiser']",5,0.0484
0,"[0, 5, 6, 9, 10, 11, 12, 18]","['Non-ship', 'Auxiliary ship', 'Container ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Amphibious transport dock']",8,0.376
0,[0],['Non-ship'],1,0.0387
9,"[9, 10]","['Bulk carrier', 'Oil tanker']",2,0.0467
9,"[5, 9]","['Auxiliary ship', 'Bulk carrier']",2,0.5707
19,"[12, 17, 19]","['Destroyer', 'Frigate', 'Cruiser']",3,0.0613
14,[14],['Liquefied gas ship'],1,0.2728
17,"[2, 5, 12, 16, 17, 19, 20, 22]","['Submarine', 'Auxiliary ship', 'Destroyer', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Command ship']",8,0.4299
11,[11],['Fishing boat'],1,0.0613
4,"[0, 4, 9, 11]","['Non-ship', 'Combat boat', 'Bulk carrier', 'Fishing boat']",4,0.1499
1,"[1, 2, 7, 12, 16, 19, 20, 21]","['Aircraft carrier', 'Submarine', 'Car carrier', 'Destroyer', 'Landing craft', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship']",8,0.0926
12,"[5, 10, 12, 17, 19, 21]","['Auxiliary ship', 'Oil tanker', 'Destroyer', 'Frigate', 'Cruiser', 'Amphibious assault ship']",6,0.2542
6,"[6, 9]","['Container ship', 'Bulk carrier']",2,0.1049
13,"[13, 14]","['Passenger ship', 'Liquefied gas ship']",2,0.1637
0,"[0, 5, 13]","['Non-ship', 'Auxiliary ship', 'Passenger ship']",3,0.1113
5,"[0, 2, 5, 8, 9, 10, 11, 13]","['Non-ship', 'Submarine', 'Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Passenger ship']",8,0.0773
5,"[0, 4, 5, 9, 10, 11, 12, 17]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer', 'Frigate']",8,0.2562
13,[13],['Passenger ship'],1,0.1649
12,"[0, 1, 9, 12, 21]","['Non-ship', 'Aircraft carrier', 'Bulk carrier', 'Destroyer', 'Amphibious assault ship']",5,0.5889
13,"[5, 8, 9, 11, 13, 14]","['Auxiliary ship', 'Hovercraft', 'Bulk carrier', 'Fishing boat', 'Passenger ship', 'Liquefied gas ship']",6,0.0674
0,"[0, 5, 11, 13]","['Non-ship', 'Auxiliary ship', 'Fishing boat', 'Passenger ship']",4,0.2537
0,"[0, 4, 5, 9, 11, 13]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Fishing boat', 'Passenger ship']",6,0.3262
5,"[0, 3, 5, 7, 8, 9, 10, 12, 13, 14]","['Non-ship', 'Medical ship', 'Auxiliary ship', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Passenger ship', 'Liquefied gas ship']",10,0.3729
0,"[12, 21]","['Destroyer', 'Amphibious assault ship']",2,0.0789
20,"[12, 16, 17, 19, 20, 22]","['Destroyer', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Command ship']",6,0.1437
0,[0],['Non-ship'],1,0.2288
12,[12],['Destroyer'],1,0.2011
1,"[1, 21]","['Aircraft carrier', 'Amphibious assault ship']",2,0.0794
7,[7],['Car carrier'],1,0.0702
12,"[2, 4, 10, 12, 19, 20]","['Submarine', 'Combat boat', 'Oil tanker', 'Destroyer', 'Cruiser', 'Tarawa-class amphibious assault ship']",6,0.0447
9,"[0, 1, 2, 3, 6, 7, 9, 10, 12, 18, 19, 21]","['Non-ship', 'Aircraft carrier', 'Submarine', 'Medical ship', 'Container ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Amphibious transport dock', 'Cruiser', 'Amphibious assault ship']",12,0.169
5,"[0, 1, 2, 4, 5, 9, 10, 12, 16, 18, 19, 20]","['Non-ship', 'Aircraft carrier', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Landing craft', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship']",12,0.1175
9,"[0, 3, 4, 5, 6, 7, 8, 9, 10, 12, 13, 17, 18, 19, 20, 21]","['Non-ship', 'Medical ship', 'Combat boat', 'Auxiliary ship', 'Container ship', 'Car carrier', 'Hovercraft', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Passenger ship', 'Frigate', 'Amphibious transport dock', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship']",16,0.5907
0,"[9, 11]","['Bulk carrier', 'Fishing boat']",2,0.2992
12,[12],['Destroyer'],1,0.0693
0,"[0, 9]","['Non-ship', 'Bulk carrier']",2,0.0966
13,"[5, 13, 14, 18, 19]","['Auxiliary ship', 'Passenger ship', 'Liquefied gas ship', 'Amphibious transport dock', 'Cruiser']",5,0.0477
12,"[5, 12, 17]","['Auxiliary ship', 'Destroyer', 'Frigate']",3,0.4961
2,[2],['Submarine'],1,0.1452
2,[2],['Submarine'],1,0.1267
5,"[4, 5]","['Combat boat', 'Auxiliary ship']",2,0.0849
12,"[0, 1, 2, 5, 7, 9, 10, 12, 16, 17, 19, 20, 21, 22]","['Non-ship', 'Aircraft carrier', 'Submarine', 'Auxiliary ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",14,0.5929
0,"[0, 2, 4, 5, 9, 10, 11, 12]","['Non-ship', 'Submarine', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Fishing boat', 'Destroyer']",8,0.0369
9,"[0, 1, 2, 5, 6, 7, 9, 10, 12, 16, 17, 19, 20, 21, 22]","['Non-ship', 'Aircraft carrier', 'Submarine', 'Auxiliary ship', 'Container ship', 'Car carrier', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",15,0.0966
12,"[12, 19]","['Destroyer', 'Cruiser']",2,0.1355
12,[12],['Destroyer'],1,0.087
5,"[0, 4, 5, 9, 10, 12, 16, 17, 19, 20, 22]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Oil tanker', 'Destroyer', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Command ship']",11,0.3988
12,"[12, 19]","['Destroyer', 'Cruiser']",2,0.1291
17,"[12, 17]","['Destroyer', 'Frigate']",2,0.0657
12,"[12, 19]","['Destroyer', 'Cruiser']",2,0.0725
9,"[3, 6, 7, 9, 18]","['Medical ship', 'Container ship', 'Car carrier', 'Bulk carrier', 'Amphibious transport dock']",5,0.1879
21,"[1, 4, 5, 10, 11, 14, 16, 20, 21, 22]","['Aircraft carrier', 'Combat boat', 'Auxiliary ship', 'Oil tanker', 'Fishing boat', 'Liquefied gas ship', 'Landing craft', 'Tarawa-class amphibious assault ship', 'Amphibious assault ship', 'Command ship']",10,0.2932
10,"[9, 10, 11]","['Bulk carrier', 'Oil tanker', 'Fishing boat']",3,0.1095
6,"[6, 9]","['Container ship', 'Bulk carrier']",2,0.5756
12,"[12, 19]","['Destroyer', 'Cruiser']",2,0.45
17,"[0, 4, 5, 9, 11, 12, 16, 17, 19, 20, 22]","['Non-ship', 'Combat boat', 'Auxiliary ship', 'Bulk carrier', 'Fishing boat', 'Destroyer', 'Landing craft', 'Frigate', 'Cruiser', 'Tarawa-class amphibious assault ship', 'Command ship']",11,0.1188
