img_path,fine_label,super_label
data\009.Arleigh_Burke-class_destroyer\P1807.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1812.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1833.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1844.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1848.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1851.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1852.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1854.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1855.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1856.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1859.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1861.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1868.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1878.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1892.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1897.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1903.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1905.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1909.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1912.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1923.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1926.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1932.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1939.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1940.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1949.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1961.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1963.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1976.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1979.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1980.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1982.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1983.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1984.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1990.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P1993.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2001.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2014.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2016.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2017.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2026.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2027.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2028.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2030.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2034.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2044.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2054.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2056.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2059.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2063.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2082.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2085.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2087.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2095.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2107.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2108.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2111.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2114.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2137.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2144.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2146.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2155.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2159.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2163.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2168.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2169.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2175.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2179.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2182.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2188.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2217.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2226.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2232.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2234.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2236.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2239.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2243.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2248.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2251.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2259.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2265.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2284.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2292.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2294.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2299.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2301.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2306.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2340.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2341.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2357.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2358.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2378.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2379.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2381.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2384.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2386.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2407.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2408.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2419.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2420.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2426.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2429.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2434.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2435.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2443.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2444.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2446.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2457.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2459.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2469.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2472.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2481.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2487.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2496.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2498.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2501.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2504.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2512.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2530.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2539.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2551.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2554.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2562.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2568.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2571.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2576.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2596.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2598.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2600.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2601.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2602.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2603.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2616.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2623.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2639.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2641.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2642.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2643.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2654.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2657.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2674.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2682.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2702.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2712.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2718.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2728.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2733.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2737.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2739.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2744.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2747.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2759.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2770.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2829.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2841.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2842.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2851.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2852.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2855.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2858.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2865.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2867.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2871.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2878.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2888.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2909.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2912.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2917.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2929.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2934.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2945.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2946.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2951.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2957.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2958.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2961.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2971.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2995.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P2997.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3004.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3013.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3037.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3038.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3050.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3053.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3065.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3069.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3070.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3075.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3076.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3082.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3105.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3110.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3116.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3117.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3120.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3123.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3132.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3134.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3135.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3136.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3153.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3167.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3171.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3174.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3176.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3179.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3182.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3183.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3188.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3195.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3205.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3216.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3218.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3604.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3605.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3612.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3622.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3634.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3647.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3649.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3652.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3657.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3664.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3673.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3676.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3680.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3703.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3704.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3712.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3717.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3718.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3729.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3731.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3738.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3745.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3760.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3761.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3763.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3772.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3778.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3780.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3788.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3809.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3822.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3830.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3832.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3834.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3835.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3849.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3850.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3859.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3860.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3864.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3870.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3874.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3890.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3903.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
data\009.Arleigh_Burke-class_destroyer\P3920.bmp,009.Arleigh_Burke-class_destroyer,Destroyer
