img_path,fine_label,super_label,sharpness,blur_radius,sharpness_blurred
data\001.Nimitz-class_aircraft_carrier\P8294.bmp,001.Nimitz-class_aircraft_carrier,Carrier,84.55592,0.0,84.55592
data\001.Nimitz-class_aircraft_carrier\P8323.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.33212,3.8854850454744243,18.772606
data\001.Nimitz-class_aircraft_carrier\P8389.bmp,001.Nimitz-class_aircraft_carrier,Carrier,81.33733,0.0,81.33733
data\001.Nimitz-class_aircraft_carrier\P8506.bmp,001.Nimitz-class_aircraft_carrier,Carrier,80.26724,2.383618136445217,34.411476
data\001.Nimitz-class_aircraft_carrier\P8576.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.92034,2.4241744767135924,42.079315
data\001.Nimitz-class_aircraft_carrier\P8593.bmp,001.Nimitz-class_aircraft_carrier,Carrier,83.40546,0.0,83.40546
data\001.Nimitz-class_aircraft_carrier\P8682.bmp,001.Nimitz-class_aircraft_carrier,Carrier,79.27202,1.7764152391165318,50.23851
data\001.Nimitz-class_aircraft_carrier\P8853.bmp,001.Nimitz-class_aircraft_carrier,Carrier,79.282074,0.7866874855095427,74.13461
data\001.Nimitz-class_aircraft_carrier\P8860.bmp,001.Nimitz-class_aircraft_carrier,Carrier,83.31415,0.4859167469752812,82.61266
data\001.Nimitz-class_aircraft_carrier\P8976.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.87888,1.1045442635836185,77.43852
data\001.Nimitz-class_aircraft_carrier\P9050.bmp,001.Nimitz-class_aircraft_carrier,Carrier,83.52373,1.8531995654079092,54.624718
data\001.Nimitz-class_aircraft_carrier\P9069.bmp,001.Nimitz-class_aircraft_carrier,Carrier,78.66559,0.08852600434394087,78.66559
data\001.Nimitz-class_aircraft_carrier\P9147.bmp,001.Nimitz-class_aircraft_carrier,Carrier,76.57688,2.616430720332615,31.497906
data\001.Nimitz-class_aircraft_carrier\P9176.bmp,001.Nimitz-class_aircraft_carrier,Carrier,77.0071,0.489405735380261,79.76005
data\001.Nimitz-class_aircraft_carrier\P9186.bmp,001.Nimitz-class_aircraft_carrier,Carrier,84.156815,0.0,84.156815
data\001.Nimitz-class_aircraft_carrier\P9323.bmp,001.Nimitz-class_aircraft_carrier,Carrier,89.61771,0.0,89.61771
data\001.Nimitz-class_aircraft_carrier\P9324.bmp,001.Nimitz-class_aircraft_carrier,Carrier,81.19882,0.0,81.19882
data\001.Nimitz-class_aircraft_carrier\P9343.bmp,001.Nimitz-class_aircraft_carrier,Carrier,88.47592,3.251097423013178,26.232409
data\001.Nimitz-class_aircraft_carrier\P9367.bmp,001.Nimitz-class_aircraft_carrier,Carrier,79.496086,0.0,79.496086
data\001.Nimitz-class_aircraft_carrier\P9396.bmp,001.Nimitz-class_aircraft_carrier,Carrier,87.35904,4.2459473850185265,17.15762
data\001.Nimitz-class_aircraft_carrier\P9446.bmp,001.Nimitz-class_aircraft_carrier,Carrier,88.461716,0.0,88.461716
data\001.Nimitz-class_aircraft_carrier\P9461.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.19205,0.0,82.19205
data\001.Nimitz-class_aircraft_carrier\P9548.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.65834,0.0,85.65834
data\001.Nimitz-class_aircraft_carrier\P9572.bmp,001.Nimitz-class_aircraft_carrier,Carrier,85.87344,1.9185207932461688,52.942303
data\001.Nimitz-class_aircraft_carrier\P9596.bmp,001.Nimitz-class_aircraft_carrier,Carrier,86.116234,0.0,86.116234
data\001.Nimitz-class_aircraft_carrier\P9623.bmp,001.Nimitz-class_aircraft_carrier,Carrier,78.45986,1.0020011075842734,69.826645
data\001.Nimitz-class_aircraft_carrier\P9624.bmp,001.Nimitz-class_aircraft_carrier,Carrier,76.601074,0.0,76.601074
data\001.Nimitz-class_aircraft_carrier\P9638.bmp,001.Nimitz-class_aircraft_carrier,Carrier,84.414505,0.11329177539233704,84.40886
data\001.Nimitz-class_aircraft_carrier\P9645.bmp,001.Nimitz-class_aircraft_carrier,Carrier,81.3463,0.27315867201867117,81.43025
data\001.Nimitz-class_aircraft_carrier\P9752.bmp,001.Nimitz-class_aircraft_carrier,Carrier,81.545364,0.1572940439677375,81.66174
data\001.Nimitz-class_aircraft_carrier\P9789.bmp,001.Nimitz-class_aircraft_carrier,Carrier,83.023056,0.0,83.023056
data\001.Nimitz-class_aircraft_carrier\P9794.bmp,001.Nimitz-class_aircraft_carrier,Carrier,83.234535,0.9281040187484999,76.62454
data\001.Nimitz-class_aircraft_carrier\P9824.bmp,001.Nimitz-class_aircraft_carrier,Carrier,80.65053,5.308022797908922,12.350437
data\001.Nimitz-class_aircraft_carrier\P9855.bmp,001.Nimitz-class_aircraft_carrier,Carrier,82.86263,0.7739354440185513,83.72778
data\001.Nimitz-class_aircraft_carrier\P9882.bmp,001.Nimitz-class_aircraft_carrier,Carrier,84.445496,0.0,84.445496
data\001.Nimitz-class_aircraft_carrier\P9942.bmp,001.Nimitz-class_aircraft_carrier,Carrier,87.9064,0.0,87.9064
data\001.Nimitz-class_aircraft_carrier\P9951.bmp,001.Nimitz-class_aircraft_carrier,Carrier,74.865234,5.884363107790576,8.006552
data\001.Nimitz-class_aircraft_carrier\P9952.bmp,001.Nimitz-class_aircraft_carrier,Carrier,80.04761,0.0,80.04761
data\001.Nimitz-class_aircraft_carrier\P9960.bmp,001.Nimitz-class_aircraft_carrier,Carrier,81.75809,0.4710264321339799,85.34086
data\002.KittyHawk-class_aircraft_carrier\P0093.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,79.11963,3.059032933840518,22.20234
data\002.KittyHawk-class_aircraft_carrier\P0246.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,78.86735,4.9660310821005655,12.47521
data\002.KittyHawk-class_aircraft_carrier\P0384.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,75.56909,1.275458346701394,60.108635
data\002.KittyHawk-class_aircraft_carrier\P0510.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,78.51318,0.15967915483064998,78.51318
data\002.KittyHawk-class_aircraft_carrier\P0616.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,75.826584,4.884656073911222,10.856399
data\002.KittyHawk-class_aircraft_carrier\P0653.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,80.00723,0.0,80.00723
data\002.KittyHawk-class_aircraft_carrier\P0726.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,77.04163,0.3639455669900544,80.22428
data\002.KittyHawk-class_aircraft_carrier\P0807.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,78.77253,2.211988514002241,36.86623
data\002.KittyHawk-class_aircraft_carrier\P0983.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,80.00209,2.191555532669459,41.972458
data\002.KittyHawk-class_aircraft_carrier\P1072.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,81.514824,1.5511717290527633,58.993317
data\002.KittyHawk-class_aircraft_carrier\P1111.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,80.47949,0.0,80.47949
data\002.KittyHawk-class_aircraft_carrier\P1275.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,81.868256,4.049681038014708,15.151718
data\002.KittyHawk-class_aircraft_carrier\P1456.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,80.07712,0.0,80.07712
data\002.KittyHawk-class_aircraft_carrier\P1784.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,76.60365,0.9423091390111615,72.38797
data\002.KittyHawk-class_aircraft_carrier\P1792.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,76.668335,0.032029245332497736,76.668335
data\002.KittyHawk-class_aircraft_carrier\P1928.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,70.892166,0.0,70.892166
data\002.KittyHawk-class_aircraft_carrier\P1983.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,70.60993,1.54851637326146,49.65393
data\002.KittyHawk-class_aircraft_carrier\P2059.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,80.04818,0.8151720941947154,75.284485
data\002.KittyHawk-class_aircraft_carrier\P2137.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,79.21476,1.911996227785842,44.40644
data\002.KittyHawk-class_aircraft_carrier\P2396.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,80.060425,0.48457178739285545,78.63005
data\002.KittyHawk-class_aircraft_carrier\P2552.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,77.317665,1.9525979997146574,42.267036
data\002.KittyHawk-class_aircraft_carrier\P2811.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,75.98594,1.5714940983458163,52.677376
data\002.KittyHawk-class_aircraft_carrier\P2933.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,74.62271,0.0,74.62271
data\002.KittyHawk-class_aircraft_carrier\P3209.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,77.30347,1.3810075314975048,54.901745
data\002.KittyHawk-class_aircraft_carrier\P3237.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,66.66178,0.15530194514506013,66.66922
data\002.KittyHawk-class_aircraft_carrier\P3265.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,83.22032,0.0,83.22032
data\002.KittyHawk-class_aircraft_carrier\P3449.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,79.09829,0.18042196943592836,79.100876
data\002.KittyHawk-class_aircraft_carrier\P3778.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,82.259705,1.3697855752016694,64.3703
data\002.KittyHawk-class_aircraft_carrier\P4232.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,76.66962,0.0,76.66962
data\002.KittyHawk-class_aircraft_carrier\P4284.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,78.58626,1.947665764031451,44.841003
data\002.KittyHawk-class_aircraft_carrier\P4298.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,75.48558,1.9803489536487981,38.926445
data\002.KittyHawk-class_aircraft_carrier\P4516.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,79.88708,5.4315658378248575,10.562292
data\002.KittyHawk-class_aircraft_carrier\P4760.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,76.375854,0.0,76.375854
data\002.KittyHawk-class_aircraft_carrier\P4800.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,78.585815,4.197073851021653,16.611061
data\002.KittyHawk-class_aircraft_carrier\P5344.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,78.29341,0.0,78.29341
data\002.KittyHawk-class_aircraft_carrier\P5380.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,78.61334,4.214645784853016,13.927919
data\002.KittyHawk-class_aircraft_carrier\P5436.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,71.876015,4.678045523400978,14.363089
data\002.KittyHawk-class_aircraft_carrier\P5523.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,78.57123,0.0582764134964584,78.57123
data\002.KittyHawk-class_aircraft_carrier\P5546.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,80.04581,1.9870699013528774,46.887672
data\002.KittyHawk-class_aircraft_carrier\P5610.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,79.7585,4.393710582465548,13.281189
data\002.KittyHawk-class_aircraft_carrier\P5671.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,80.076065,1.8999261025304763,49.058487
data\002.KittyHawk-class_aircraft_carrier\P5727.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,82.59413,2.1096488991477367,45.32933
data\002.KittyHawk-class_aircraft_carrier\P5861.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,82.090065,2.9187487965702212,27.041412
data\002.KittyHawk-class_aircraft_carrier\P5901.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,77.675705,0.407199874770251,77.222534
data\002.KittyHawk-class_aircraft_carrier\P5939.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,82.24385,1.7512162943834424,53.710777
data\002.KittyHawk-class_aircraft_carrier\P6447.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,70.60993,2.8935828057917106,25.507578
data\002.KittyHawk-class_aircraft_carrier\P6463.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,77.114365,0.0,77.114365
data\002.KittyHawk-class_aircraft_carrier\P7182.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,78.57124,1.071620745642433,66.30749
data\002.KittyHawk-class_aircraft_carrier\P7298.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,77.79651,0.0,77.79651
data\002.KittyHawk-class_aircraft_carrier\P7353.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,73.02342,0.35314572461938676,78.98775
data\002.KittyHawk-class_aircraft_carrier\P7625.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,76.60524,0.0,76.60524
data\002.KittyHawk-class_aircraft_carrier\P7738.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,78.70633,2.2914464606417706,37.210567
data\002.KittyHawk-class_aircraft_carrier\P7972.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,79.860825,2.959654073089692,28.692913
data\002.KittyHawk-class_aircraft_carrier\P8029.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,71.42558,0.49171207055254706,76.85794
data\002.KittyHawk-class_aircraft_carrier\P8565.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,63.100777,1.509309688894141,46.336243
data\002.KittyHawk-class_aircraft_carrier\P8581.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,77.84956,1.6546295496329861,52.785633
data\002.KittyHawk-class_aircraft_carrier\P8618.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,67.79768,0.7922645033519,62.756294
data\002.KittyHawk-class_aircraft_carrier\P8713.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,76.8898,4.116578902434954,13.079868
data\002.KittyHawk-class_aircraft_carrier\P8918.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,82.239265,0.28885244668501175,82.21745
data\002.KittyHawk-class_aircraft_carrier\P9166.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,82.26063,2.0378957883552653,45.301895
data\002.KittyHawk-class_aircraft_carrier\P9199.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,75.486244,0.0,75.486244
data\002.KittyHawk-class_aircraft_carrier\P9336.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,81.851166,1.0727014939903958,72.47401
data\002.KittyHawk-class_aircraft_carrier\P9357.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,76.51219,2.4370687014127324,34.1285
data\002.KittyHawk-class_aircraft_carrier\P9359.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,75.57295,0.0,75.57295
data\002.KittyHawk-class_aircraft_carrier\P9514.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,78.77965,0.0,78.77965
data\002.KittyHawk-class_aircraft_carrier\P9542.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,64.94983,0.07812587967163842,64.94983
data\002.KittyHawk-class_aircraft_carrier\P9774.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,75.22839,0.0,75.22839
data\002.KittyHawk-class_aircraft_carrier\P9847.bmp,002.KittyHawk-class_aircraft_carrier,Carrier,70.89441,0.12078227413594678,70.89462
data\003.Midway-class_aircraft_carrier\P0024.bmp,003.Midway-class_aircraft_carrier,Carrier,80.44095,1.9754080069090094,48.227528
data\003.Midway-class_aircraft_carrier\P0062.bmp,003.Midway-class_aircraft_carrier,Carrier,78.54602,1.5553999514599153,55.05478
data\003.Midway-class_aircraft_carrier\P0088.bmp,003.Midway-class_aircraft_carrier,Carrier,81.42662,0.0,81.42662
data\003.Midway-class_aircraft_carrier\P0090.bmp,003.Midway-class_aircraft_carrier,Carrier,84.286156,1.6562688640896785,61.538155
data\003.Midway-class_aircraft_carrier\P0116.bmp,003.Midway-class_aircraft_carrier,Carrier,83.746346,0.9872920392965745,77.95987
data\003.Midway-class_aircraft_carrier\P0129.bmp,003.Midway-class_aircraft_carrier,Carrier,85.79251,3.881717763366156,21.15365
data\003.Midway-class_aircraft_carrier\P0250.bmp,003.Midway-class_aircraft_carrier,Carrier,81.6606,0.0,81.6606
data\003.Midway-class_aircraft_carrier\P0385.bmp,003.Midway-class_aircraft_carrier,Carrier,81.39256,5.838732080892108,9.105618
data\003.Midway-class_aircraft_carrier\P0515.bmp,003.Midway-class_aircraft_carrier,Carrier,86.29846,0.0,86.29846
data\003.Midway-class_aircraft_carrier\P0606.bmp,003.Midway-class_aircraft_carrier,Carrier,80.5258,4.240325282694885,15.361729
data\003.Midway-class_aircraft_carrier\P0619.bmp,003.Midway-class_aircraft_carrier,Carrier,80.54166,0.0,80.54166
data\003.Midway-class_aircraft_carrier\P0690.bmp,003.Midway-class_aircraft_carrier,Carrier,81.76222,1.8813361462554758,48.389015
data\003.Midway-class_aircraft_carrier\P0783.bmp,003.Midway-class_aircraft_carrier,Carrier,81.01108,1.3250044450747454,64.36589
data\003.Midway-class_aircraft_carrier\P0872.bmp,003.Midway-class_aircraft_carrier,Carrier,86.26451,0.0,86.26451
data\003.Midway-class_aircraft_carrier\P0923.bmp,003.Midway-class_aircraft_carrier,Carrier,71.22167,0.0,71.22167
data\003.Midway-class_aircraft_carrier\P0959.bmp,003.Midway-class_aircraft_carrier,Carrier,67.43916,0.0,67.43916
data\003.Midway-class_aircraft_carrier\P0967.bmp,003.Midway-class_aircraft_carrier,Carrier,81.20059,1.93719786836098,51.982964
data\003.Midway-class_aircraft_carrier\P1025.bmp,003.Midway-class_aircraft_carrier,Carrier,81.84691,0.16559840770071976,81.84367
data\003.Midway-class_aircraft_carrier\P1052.bmp,003.Midway-class_aircraft_carrier,Carrier,84.199,2.0407318641918835,50.960976
data\003.Midway-class_aircraft_carrier\P1088.bmp,003.Midway-class_aircraft_carrier,Carrier,85.01046,3.5300965185049114,21.690792
data\003.Midway-class_aircraft_carrier\P1171.bmp,003.Midway-class_aircraft_carrier,Carrier,85.042915,5.605080900930164,11.852243
data\003.Midway-class_aircraft_carrier\P1189.bmp,003.Midway-class_aircraft_carrier,Carrier,80.66829,0.8767303347002608,72.82712
data\003.Midway-class_aircraft_carrier\P1227.bmp,003.Midway-class_aircraft_carrier,Carrier,81.69722,3.928148340873756,16.892303
data\003.Midway-class_aircraft_carrier\P1267.bmp,003.Midway-class_aircraft_carrier,Carrier,84.7002,0.0,84.7002
data\003.Midway-class_aircraft_carrier\P1283.bmp,003.Midway-class_aircraft_carrier,Carrier,78.20369,1.0630635129114887,71.20303
data\003.Midway-class_aircraft_carrier\P1351.bmp,003.Midway-class_aircraft_carrier,Carrier,79.94431,0.48480172312426717,78.440544
data\003.Midway-class_aircraft_carrier\P1450.bmp,003.Midway-class_aircraft_carrier,Carrier,81.937256,1.4006836736540962,65.33972
data\003.Midway-class_aircraft_carrier\P1500.bmp,003.Midway-class_aircraft_carrier,Carrier,87.67672,4.380266128517372,17.579647
data\003.Midway-class_aircraft_carrier\P1508.bmp,003.Midway-class_aircraft_carrier,Carrier,82.228134,0.7162480920423255,79.83002
data\003.Midway-class_aircraft_carrier\P1538.bmp,003.Midway-class_aircraft_carrier,Carrier,77.99745,0.2930949820591857,77.97047
data\003.Midway-class_aircraft_carrier\P1619.bmp,003.Midway-class_aircraft_carrier,Carrier,84.93376,0.0,84.93376
data\003.Midway-class_aircraft_carrier\P1677.bmp,003.Midway-class_aircraft_carrier,Carrier,85.56178,0.0,85.56178
data\003.Midway-class_aircraft_carrier\P1777.bmp,003.Midway-class_aircraft_carrier,Carrier,78.55757,3.7151361523535966,16.614475
data\003.Midway-class_aircraft_carrier\P1812.bmp,003.Midway-class_aircraft_carrier,Carrier,87.57594,0.8958067950710751,83.84113
data\003.Midway-class_aircraft_carrier\P1826.bmp,003.Midway-class_aircraft_carrier,Carrier,77.99312,4.337114522780146,17.61295
data\003.Midway-class_aircraft_carrier\P1836.bmp,003.Midway-class_aircraft_carrier,Carrier,78.48474,2.769775318664853,29.063877
data\003.Midway-class_aircraft_carrier\P1970.bmp,003.Midway-class_aircraft_carrier,Carrier,77.38858,0.0,77.38858
data\003.Midway-class_aircraft_carrier\P2022.bmp,003.Midway-class_aircraft_carrier,Carrier,84.7654,3.5638161189853204,23.479212
data\003.Midway-class_aircraft_carrier\P2131.bmp,003.Midway-class_aircraft_carrier,Carrier,87.55873,4.677878987780096,16.015171
data\003.Midway-class_aircraft_carrier\P2183.bmp,003.Midway-class_aircraft_carrier,Carrier,85.37887,0.0,85.37887
data\003.Midway-class_aircraft_carrier\P2241.bmp,003.Midway-class_aircraft_carrier,Carrier,76.80823,3.454747869732093,19.603931
data\003.Midway-class_aircraft_carrier\P2271.bmp,003.Midway-class_aircraft_carrier,Carrier,87.35817,4.686939238648229,14.249975
data\003.Midway-class_aircraft_carrier\P2275.bmp,003.Midway-class_aircraft_carrier,Carrier,78.21785,2.635064479443307,30.017395
data\003.Midway-class_aircraft_carrier\P2297.bmp,003.Midway-class_aircraft_carrier,Carrier,81.56035,2.673276215596048,31.509212
data\003.Midway-class_aircraft_carrier\P2313.bmp,003.Midway-class_aircraft_carrier,Carrier,79.79349,1.8912544316968496,47.5096
data\003.Midway-class_aircraft_carrier\P2395.bmp,003.Midway-class_aircraft_carrier,Carrier,80.77533,5.598903426937223,13.916008
data\003.Midway-class_aircraft_carrier\P2410.bmp,003.Midway-class_aircraft_carrier,Carrier,76.1317,0.0,76.1317
data\003.Midway-class_aircraft_carrier\P2421.bmp,003.Midway-class_aircraft_carrier,Carrier,77.52249,1.6564558477185816,49.10377
data\003.Midway-class_aircraft_carrier\P2425.bmp,003.Midway-class_aircraft_carrier,Carrier,77.98872,1.6775631300565663,55.785122
data\003.Midway-class_aircraft_carrier\P2536.bmp,003.Midway-class_aircraft_carrier,Carrier,81.698715,0.2843453853773852,81.710205
data\003.Midway-class_aircraft_carrier\P2610.bmp,003.Midway-class_aircraft_carrier,Carrier,77.183044,1.6428319160262141,53.28467
data\003.Midway-class_aircraft_carrier\P2647.bmp,003.Midway-class_aircraft_carrier,Carrier,83.75107,0.2942553467052196,83.60664
data\003.Midway-class_aircraft_carrier\P2683.bmp,003.Midway-class_aircraft_carrier,Carrier,77.71852,2.610274465285021,33.44732
data\003.Midway-class_aircraft_carrier\P2699.bmp,003.Midway-class_aircraft_carrier,Carrier,81.771645,0.0,81.771645
data\003.Midway-class_aircraft_carrier\P2718.bmp,003.Midway-class_aircraft_carrier,Carrier,81.46692,2.3440337031153495,41.981636
data\003.Midway-class_aircraft_carrier\P2809.bmp,003.Midway-class_aircraft_carrier,Carrier,78.11625,1.230203838594348,63.434044
data\003.Midway-class_aircraft_carrier\P2867.bmp,003.Midway-class_aircraft_carrier,Carrier,81.63025,0.0,81.63025
data\003.Midway-class_aircraft_carrier\P2941.bmp,003.Midway-class_aircraft_carrier,Carrier,81.84691,4.463861794927462,17.063108
data\003.Midway-class_aircraft_carrier\P3009.bmp,003.Midway-class_aircraft_carrier,Carrier,83.98865,1.2410943706961661,71.53435
data\003.Midway-class_aircraft_carrier\P3056.bmp,003.Midway-class_aircraft_carrier,Carrier,67.5412,5.286025442906536,10.298772
data\003.Midway-class_aircraft_carrier\P3077.bmp,003.Midway-class_aircraft_carrier,Carrier,77.99345,4.120757457369887,14.674128
data\003.Midway-class_aircraft_carrier\P3087.bmp,003.Midway-class_aircraft_carrier,Carrier,85.8387,0.5300359439025035,84.63599
data\003.Midway-class_aircraft_carrier\P3111.bmp,003.Midway-class_aircraft_carrier,Carrier,81.62641,2.1525080323952857,44.282513
data\003.Midway-class_aircraft_carrier\P3123.bmp,003.Midway-class_aircraft_carrier,Carrier,85.043274,2.0683027635965368,46.669323
data\003.Midway-class_aircraft_carrier\P3125.bmp,003.Midway-class_aircraft_carrier,Carrier,83.85144,0.0,83.85144
data\003.Midway-class_aircraft_carrier\P3139.bmp,003.Midway-class_aircraft_carrier,Carrier,82.09967,3.8359205285162243,17.380596
data\003.Midway-class_aircraft_carrier\P3243.bmp,003.Midway-class_aircraft_carrier,Carrier,84.70555,0.0,84.70555
data\003.Midway-class_aircraft_carrier\P3244.bmp,003.Midway-class_aircraft_carrier,Carrier,85.00972,2.7104892960104285,33.761925
data\003.Midway-class_aircraft_carrier\P3257.bmp,003.Midway-class_aircraft_carrier,Carrier,83.4329,5.566521366058657,12.405238
data\003.Midway-class_aircraft_carrier\P3319.bmp,003.Midway-class_aircraft_carrier,Carrier,78.23065,2.982211184014596,25.23661
data\003.Midway-class_aircraft_carrier\P3386.bmp,003.Midway-class_aircraft_carrier,Carrier,84.87846,0.0,84.87846
data\003.Midway-class_aircraft_carrier\P3476.bmp,003.Midway-class_aircraft_carrier,Carrier,84.33412,3.029915017833039,31.182457
data\003.Midway-class_aircraft_carrier\P3597.bmp,003.Midway-class_aircraft_carrier,Carrier,86.1951,3.0126966323097957,29.272
data\003.Midway-class_aircraft_carrier\P3666.bmp,003.Midway-class_aircraft_carrier,Carrier,78.89003,5.772302392531774,14.396532
data\003.Midway-class_aircraft_carrier\P3720.bmp,003.Midway-class_aircraft_carrier,Carrier,76.850494,2.817624741351266,30.385197
data\003.Midway-class_aircraft_carrier\P3838.bmp,003.Midway-class_aircraft_carrier,Carrier,79.80042,4.031011383277279,15.814243
data\003.Midway-class_aircraft_carrier\P3846.bmp,003.Midway-class_aircraft_carrier,Carrier,81.095474,0.0,81.095474
data\003.Midway-class_aircraft_carrier\P3870.bmp,003.Midway-class_aircraft_carrier,Carrier,80.12609,0.0,80.12609
data\003.Midway-class_aircraft_carrier\P3901.bmp,003.Midway-class_aircraft_carrier,Carrier,80.32718,1.8410682489418178,51.42672
data\003.Midway-class_aircraft_carrier\P3902.bmp,003.Midway-class_aircraft_carrier,Carrier,77.60344,1.3193073207433421,57.29689
data\003.Midway-class_aircraft_carrier\P3989.bmp,003.Midway-class_aircraft_carrier,Carrier,79.80221,2.4305373798301284,35.106327
data\003.Midway-class_aircraft_carrier\P4014.bmp,003.Midway-class_aircraft_carrier,Carrier,84.31121,0.3632707120051153,84.29538
data\003.Midway-class_aircraft_carrier\P4051.bmp,003.Midway-class_aircraft_carrier,Carrier,77.767166,2.608799201065228,31.4623
data\003.Midway-class_aircraft_carrier\P4120.bmp,003.Midway-class_aircraft_carrier,Carrier,81.69745,0.0,81.69745
data\003.Midway-class_aircraft_carrier\P4146.bmp,003.Midway-class_aircraft_carrier,Carrier,79.8988,0.0,79.8988
data\003.Midway-class_aircraft_carrier\P4148.bmp,003.Midway-class_aircraft_carrier,Carrier,86.29632,0.0,86.29632
data\003.Midway-class_aircraft_carrier\P4333.bmp,003.Midway-class_aircraft_carrier,Carrier,76.90643,2.8070113032849227,29.552853
data\003.Midway-class_aircraft_carrier\P4343.bmp,003.Midway-class_aircraft_carrier,Carrier,81.31912,0.0,81.31912
data\003.Midway-class_aircraft_carrier\P4505.bmp,003.Midway-class_aircraft_carrier,Carrier,79.167145,0.3279227227620074,79.79791
data\003.Midway-class_aircraft_carrier\P4663.bmp,003.Midway-class_aircraft_carrier,Carrier,76.96657,0.0,76.96657
data\003.Midway-class_aircraft_carrier\P4670.bmp,003.Midway-class_aircraft_carrier,Carrier,76.3215,0.0,76.3215
data\003.Midway-class_aircraft_carrier\P4756.bmp,003.Midway-class_aircraft_carrier,Carrier,71.21846,5.487945387819005,10.813737
data\003.Midway-class_aircraft_carrier\P4815.bmp,003.Midway-class_aircraft_carrier,Carrier,86.186,1.4010727079393706,67.05026
data\003.Midway-class_aircraft_carrier\P4830.bmp,003.Midway-class_aircraft_carrier,Carrier,83.772736,3.405788880784179,26.331913
data\003.Midway-class_aircraft_carrier\P4841.bmp,003.Midway-class_aircraft_carrier,Carrier,84.287964,0.0,84.287964
